SIGLAPROVINCIA,DESCRIZIONEPROVINCIA,DESCRIZIONECOMUNE,CAP,INDIRIZZO,DESCRIZIONEFARMACIA,LATITUDINE,LONGITUDINE,PARTITAIVA
AG,AGRIGENTO,NARO,92028,"Via Vittorio Emanuele, 29",San Caloiru Picciulu Sas Di D'Anna Assunta,37.2947224,13.7949651,413990839
AG,AGRIGENTO,NARO,92028,"Via Dante, 92",IACONADEL DR.  CALOGERO IACONA & C. SNC,37.28936047,13.82142015,2525900847
AG,AGRIGENTO,NARO,92028,"Via Piave, 182",Principato Salvatore Del Dott. Emiliano Cirami,37.28936047,13.82142015,2625430844
AG,AGRIGENTO,PALMA DI MONTECHIARO,92020,"Via Odierna, 407",ALESSI PAOLO,37.18207632,13.76602252,1632050843
AG,AGRIGENTO,PALMA DI MONTECHIARO,92020,"Via Turati, 70",Miceli Claudio,37.18207632,13.76602252,463620849
AG,AGRIGENTO,PALMA DI MONTECHIARO,92020,"Via Odierna, 343",VAJOLA SNC DI VAJOLA INNOCENZA,37.18207632,13.76602252,2773740846
AG,AGRIGENTO,PORTO EMPEDOCLE,92014,"Via Roma, 100",Di Gangi Renato & C. Sas,37.31044113,13.50704362,2653000840
AG,AGRIGENTO,PORTO EMPEDOCLE,92014,"Via Roma, 86",Terrana Mario,37.31044113,13.50704362,589080845
AG,AGRIGENTO,RACALMUTO,92020,"Via Garibaldi, 246",Antogna Snc Di Antogna Concetta E Antogna Sciascia Teresa,37.40309238,13.75053715,2317890842
AG,AGRIGENTO,RACALMUTO,92020,"Via Garibaldi, 37",BURRUANO ANGELA,37.4106098,13.7294001,79660841
AG,AGRIGENTO,RAFFADALI,92015,"Via Nazionale, 141",ARCURI DOMENICO,37.40228413,13.52938386,0
AG,AGRIGENTO,RAFFADALI,92015,"Via Nazionale, 101",GUELI ALFONSO,37.40228413,13.52938386,284360849
AG,AGRIGENTO,RAVANUSA,92029,"Via Pisacane, 98",TRENTA LUIGIA,37.2687927,13.9750916,3790847
AG,AGRIGENTO,RAVANUSA,92029,"Corso Della Repubblica, 56",Testasecca Nadia Lina Maria,37.24943393,13.98534933,2429010842
AG,AGRIGENTO,REALMONTE,92010,"Piazza Vecchia, 21",LAURICELLA DI LAURICELLA ASSUNTA E C. SNC,37.3129027,13.45327618,2576130849
AG,AGRIGENTO,RIBERA,92016,"Corso Umberto I, 2",Corso Filippo,37.46681176,13.28821444,108630849
AG,AGRIGENTO,RIBERA,92016,"Via G. Verga, 51/53",GUAIA ETTORE,37.46681176,13.28821444,0
AG,AGRIGENTO,RIBERA,92016,"Via Marconi, 37",GANDUSCIO GIROLAMO,37.46681176,13.28821444,302960844
AG,AGRIGENTO,RIBERA,92016,"Corso Umberto I, 161",PACE GIUSEPPE,37.503606,13.268425,92820844
AG,AGRIGENTO,SAMBUCA DI SICILIA,92017,"Corso Umberto I, 143",PALMINTERI CARMELA,37.65551145,13.11391199,0
AG,AGRIGENTO,SAMBUCA DI SICILIA,92017,"Corso Umberto I, 89",Miceli Antonino,37.65551145,13.11391199,170860845
AG,AGRIGENTO,SAN BIAGIO PLATANI,92020,"Corso Umberto, 104",CALDARA VINCENZO,37.51166896,13.54249155,57050841
AG,AGRIGENTO,SAN GIOVANNI GEMINI,92020,"Largo Nazzareno, 5",MACALUSO LIDIA,37.630421,13.639541,0
AG,AGRIGENTO,SANTA MARGHERITA DI BELICE,92018,"Via Liberta', 91",Serra Dott. Giuseppe,37.6912922,13.02560312,2709250845
AG,AGRIGENTO,SANTO STEFANO QUISQUINA,92020,"Via Madre Chiesa, 3",TROJA FRANCESCO,37.60153914,13.51318293,86420841
AG,AGRIGENTO,SANTO STEFANO QUISQUINA,92020,"Via Roma, 55",JACOPONELLI DEL DR. GIUSEPPE JACOPONELLI E MARISA JACOPONELLI SNC,37.60153914,13.51318293,2505930848
AG,AGRIGENTO,SCIACCA,92019,"Corso V. Emanuele, 138",CUSMANO MARIA CONCETTA,37.54354442,13.10280935,0
AG,AGRIGENTO,SCIACCA,92019,"Via Morandi, 12",VIRGILIO DEL DR. VIRGILIO CARLO & C. SNC,37.54354442,13.10280935,308020841
AG,AGRIGENTO,SCIACCA,92019,"Corso Vittorio Emanuele, 105",Guarino Maria,37.50725495,13.08225811,1422820843
AG,AGRIGENTO,SCIACCA,92019,"Via G. Licata, 143",Tagliavia Francesco,37.54354442,13.10280935,132860842
AG,AGRIGENTO,SICULIANA,92010,"Via Via Roma, 180",FARMACIA SCIORTINO S.R.L.,37.36022863,13.3872871,2954700841
AG,AGRIGENTO,VILLAFRANCA SICULA,92020,"Via Vittorio Emanuele, 103",Cascioferro Di Bruccoleri Gaetano,37.56518347,13.28079579,2428360842
AG,AGRIGENTO,AGRIGENTO,92100,"Via Regione Siciliana, 1",Russo Angelo,37.32219769,13.56610079,120220843
AG,AGRIGENTO,AGRIGENTO,92100,"Via Via Giovanni Battista Peruzzo, 11",FARMACIA VALLE DEI TEMPLI SRL UNI,37.26457367,13.58034043,2901360848
AG,AGRIGENTO,CALTABELLOTTA,92010,"Via Vittorio Emanuele, 68",MANDINA FRANCESCA,37.55966565,13.23431481,1244480800
AG,AGRIGENTO,AGRIGENTO,92100,"Via Fosse Ardeatine, 3",Farmacia Moribondo snc,37.296695,13.55049056,3062530849
AG,AGRIGENTO,LICATA,92027,"Via Palma, 7",Licata Snc Del Dottor Licata Alfonso & C.,37.15445221,13.91888255,2602120848
AG,AGRIGENTO,LICATA,92027,"Via Rettifilo Giuseppe Garibaldi, 31",ARGENTO PALMA,37.15445221,13.91888255,73600843
AG,AGRIGENTO,PORTO EMPEDOCLE,92014,"Via Milano, 30",Guaia Sas Di Rosa Daniela Guaia,37.29105164,13.5249106,2344040841
AG,AGRIGENTO,SCIACCA,92019,"Via Accursio Miraglia, 28",CUSMANO PIERA,37.5123435,13.0703952,1562180842
AG,AGRIGENTO,FAVARA,92026,"Via IV Novembre, 5",PENNINO ANGELO,37.31834487,13.67252476,89640841
AG,AGRIGENTO,AGRIGENTO,92026,"Via Capitano A. Callea, 72",Maratta Snc Di Maratta Salvatore E Maratta Pier Luigi,37.319587,13.6615389,2447670841
AG,AGRIGENTO,PALMA DI MONTECHIARO,92020,"Viale Diaz, 199",GIGLIA DI L.R. LAURICELLA E C.,37.197088,13.760458,2460050848
AG,AGRIGENTO,SICULIANA,92010,"Via Guglielmo Marconi, 56",Scaduto Maurizio & C. Snc,37.36022863,13.3872871,1871630842
AG,AGRIGENTO,SCIACCA,92019,"Via GIUSEPPE LICATA, 247",FARMACIA VIA LICATA SRLS UNIPERSONALE,37.54354442,13.10280935,2940750843
AG,AGRIGENTO,SAN GIOVANNI GEMINI,92020,"Viale Dionisio Alessi, 6",CACCIATO ALBERTO,37.61734017,13.64934337,1894180841
AG,AGRIGENTO,SAMBUCA DI SICILIA,92017,"Corso Umberto I, 146",FERRARA MARIANNA,37.65551145,13.11391199,2719620847
AG,AGRIGENTO,CANICATTI',92024,"Viale della Vittoria, 144",NICOLETTI,37.352662,13.843632,1900350859
AG,AGRIGENTO,AGRIGENTO,92100,Piazza Primavera Fontanelle,Bajo Ettore,37.3312586,13.5912159,1911170841
AG,AGRIGENTO,LICATA,92027,"Via Rettifilo Garibaldi, 128",DI PRIMA ANNA MARIA & C. SNC,37.15445221,13.91888255,1910400843
AG,AGRIGENTO,MENFI,92013,"Via Michelangelo, 78",LI VOLSI G. E CUCCHIARA C.A. SNC,37.603931,12.9690239,1933980847
AG,AGRIGENTO,RAFFADALI,92015,"Via Nazionale, 95",BELLOMO DOMENICO,37.40228413,13.52938386,0
AG,AGRIGENTO,COMITINI,92020,"Via Principe Di Napoli, 62",Attardo Maria,37.407941,13.642959,1946740840
AG,AGRIGENTO,SCIACCA,92019,"Vicolo Venezia, 18",TULONE VINCENZO & ROBERTA SNC,37.54354442,13.10280935,1936460847
AG,AGRIGENTO,AGRIGENTO,92100,"Via Atenea, 129",PATTI RAFFAELE,37.31095839,13.58128479,1940920844
AG,AGRIGENTO,AGRIGENTO,92100,"Piazza Sinatra, 21",MINACORI GIUSEPPE,37.3108541,13.5765538,1950460848
AG,AGRIGENTO,AGRIGENTO,92100,"Viale della Vittoria, 149",DEL VIALE LUIGI TRENTA E MINACORI PAOLO SNC,37.50689,13.08846541,2626330845
AG,AGRIGENTO,CANICATTI',92024,"Via De Gasperi, 16/A",PANTANO DI RAPPA FULVIA,37.37175426,13.83777524,1951810843
AG,AGRIGENTO,FAVARA,92026,"Via Vittorio Emanuele, 15",BONGIORNO PAOLO & C. SAS,37.31834487,13.67252476,2621490842
AG,AGRIGENTO,FAVARA,92026,"Via Crispi, 97",BONGIORNO ANTONIO,37.31834487,13.67252476,0
AG,AGRIGENTO,CAMPOBELLO DI LICATA,92023,"Via Vittorio Emanuele, 138",FRAGAPANE CLAUDIO,37.257944,13.918077,1394320897
AG,AGRIGENTO,GROTTE,92020,"Via Collegio, 6",CIRAOLO SNC DELLA DR.SSA M.R. CIRAOLO,37.42211652,13.68597828,2619610849
AG,AGRIGENTO,CASTELTERMINI,92025,"Largo S.giuseppe, 4",Amorelli Dott. Pietro,37.5405168,13.6410714,1969410842
AG,AGRIGENTO,MONTALLEGRO,92010,"Viale della Vittoria, 118",Farmacia Sciortino srl,37.38871292,13.35215233,2954700841
AG,AGRIGENTO,SCIACCA,92019,"Piazza Saverio Friscia, 1",FALCO TAMBURELLO ALBERTA,37.50610077,13.08646089,1990440842
AG,AGRIGENTO,LICATA,92027,"Piazza Progresso,3",GAGLIANO TERESA & C. SNC,37.15445221,13.91888255,2762940845
AG,AGRIGENTO,LICATA,92027,"Corso Roma, 98/98a",Gagliano Gaetano E C. Snc,37.104322,13.9359224,2013900846
AG,AGRIGENTO,CALTABELLOTTA,92010,"Via Roma, 8",D'ALBERTO ROBERTO,37.57425709,13.21312252,1211830995
AG,AGRIGENTO,PALMA DI MONTECHIARO,92020,"Via Odierna, 433",INCARDONA ANTONINA,37.18207632,13.76602252,0
AG,AGRIGENTO,LICATA,92027,"Piazza Linares, 9",SANT'ANGELO DI CARUBIA NICOLA,37.1027401,13.9402047,2014540849
AG,AGRIGENTO,SANT'ANGELO MUXARO,92020,"Piazza Umberto I, 26",Scimonelli Lucia,37.46738234,13.51707059,2006600841
AG,AGRIGENTO,CALAMONACI,92010,"Via Cesare Battisti, 6",Ragusa Federica,37.51825785,13.3227302,2849640848
AG,AGRIGENTO,BIVONA,92010,"Piazza Guglielmo Marconi, 31/a",SILVIO CALOGERA,37.6185687,13.4408603,2062630849
AG,AGRIGENTO,GROTTE,92020,"Via Francesco Crispi, 8",SPOTO MARIO,37.42211652,13.68597828,2068720842
AG,AGRIGENTO,SANTA MARGHERITA DI BELICE,92018,"Via S. Francesco, 71",VIOLA GASPARE,37.6912922,13.02560312,2074010840
AG,AGRIGENTO,AGRIGENTO,92100,"Piazza Vittorio Emanuele, 13",MACALUSO INDELICATO SNC,37.32219769,13.56610079,2057180842
AG,AGRIGENTO,AGRIGENTO,92100,"Via Ugo La Malfa, 46/n (Pal. Sciara)",Sammartino Raimondo,37.3110897,13.5765475,2076820840
AG,AGRIGENTO,FAVARA,92026,"Via Vittorio Emanuele, 84",Amato Lilly,37.31834487,13.67252476,2095330847
AG,AGRIGENTO,AGRIGENTO,92100,"Viale Leonardo Sciascia, 194",DI MINO ROSA MARIA,37.27368636,13.61799293,0
AG,AGRIGENTO,LICATA,92027,"Via Barrile, 23",DELLA MARINA DI ALESSANDRO E LUCREZIA GUADAGNINO SNC,37.0982484,13.9367621,2110510845
AG,AGRIGENTO,CASTELTERMINI,92025,"Via Roma, 85",ROMA DI MARIA CACCIATORE SAS,37.52937302,13.62738864,0
AG,AGRIGENTO,RACALMUTO,92020,"Piazza Crispi, 8",BURRUANO RITA,37.40309238,13.75053715,0
AG,AGRIGENTO,RAVANUSA,92029,"Corso della Repubblica, 208",COSTANZA PIETRO MARIA NATALE,37.24943393,13.98534933,0
AG,AGRIGENTO,SCIACCA,92019,"Via Cappuccini, 58",Pace G. Di Maurizio Pace,37.54354442,13.10280935,2197750843
AG,AGRIGENTO,ARAGONA,92021,"Via G. Garibaldi, 43",SCIACCA MARIA SNC DI ALFONSO E MAURIZIO TEDESCO,37.42045538,13.61218134,101910834
AG,AGRIGENTO,FAVARA,92026,"Via V. Veneto, 450",FARMACIA EREDI SAJEVA GAETANO,37.31834487,13.67252476,2838780845
AG,AGRIGENTO,PORTO EMPEDOCLE,92014,"SS Variante Nord, 82",SAMMARTINO SNC DI MATUTINO FEDERICA E MATUTINO GIORGIA,37.306693,13.463158,2836400842
AG,AGRIGENTO,LICATA,92027,"Corso Vittorio Emanuele, 27",LAURIA ANGELO,37.15445221,13.91888255,2272260841
AG,AGRIGENTO,SANTA ELISABETTA,92020,"Corso Umberto, 112",FRAGAPANE DI FRAGAPANE MIRELLA,37.43970663,13.54848855,2292360845
CL,CALTANISSETTA,SERRADIFALCO,93010,"Via Roma, 24",Arnone Franca,37.4441251,13.95751097,1389230853
CL,CALTANISSETTA,CALTANISSETTA,93100,"Viale Stefano Candura, 20/f",EUFRATE GIUSEPPE,37.4441251,13.95751097,128020856
CL,CALTANISSETTA,CALTANISSETTA,93100,"Corso Umberto I, 181/183",Centrale-centralfarma Di Drago Calogero E Cosentino Gaetano Snc,37.4891759,14.0631952,1956000853
CL,CALTANISSETTA,CALTANISSETTA,93100,"Via Paolo Emiliani Giudici, 4",SCARANTINO ROSARIA,37.4901115,14.0628928,1296500851
CL,CALTANISSETTA,CALTANISSETTA,93100,"Via Rosso San Secondo, 70",MARROCCO DR. ATTILIO SNC DI MARROCCO DR. MASSIMO GIULIANO,37.4441251,13.95751097,1775230855
CL,CALTANISSETTA,CALTANISSETTA,93100,"Via Don Minzoni, 164",PANTANO GIUSEPPE,37.48707227,14.046721,53490850
CL,CALTANISSETTA,SOMMATINO,93019,"Corso Umberto, 13",RUSSO LUIGI,37.32264244,14.00595126,1155390857
CL,CALTANISSETTA,SANTA CATERINA VILLARMOSA,93018,"Via Roma, 80",Di Benedetto Snc Di Di Benedetto Giuseppina E Valeria,37.5898663,14.0323146,1682480858
CL,CALTANISSETTA,CALTANISSETTA,93100,"Corso Vittorio Emanuele, 150",Del Corso Del Dr. Iraci Capuccinello Barbara,37.4441251,13.95751097,1417400858
CL,CALTANISSETTA,CALTANISSETTA,93100,"Corso Vittorio Emanuele, 80",ROMANO GIOVANNA,37.4900302,14.0622961,196100853
CL,CALTANISSETTA,DELIA,93010,"Corso Umberto, 30",Pittari Calogero,37.35320763,13.91936133,79880852
CL,CALTANISSETTA,GELA,93012,"Corso S. Aldisio, 129",S.GIACOMO SNC DEI DOTT.RI ALBERTO E LORENA GENNUSO,37.0699581,14.2427681,1696960853
CL,CALTANISSETTA,CALTANISSETTA,93100,"Viale Trieste, 59",VIZZINI ROCCO,37.49398898,14.05512142,3352330876
CL,CALTANISSETTA,CALTANISSETTA,93100,"Via Edmondo De Amicis, 61",Bonasera Vincenzo,37.4959694,14.052058,59160853
CL,CALTANISSETTA,DELIA,93010,"Via Cavour, 58",BUFALINO MARIA CONCETTA,37.35320763,13.91936133,1198980854
CL,CALTANISSETTA,SANTA CATERINA VILLARMOSA,93018,"Piazza Giuseppe Garibaldi, 31",ABELA FRANCESCO,37.59540515,14.09039839,1834820852
CL,CALTANISSETTA,BUTERA,93011,"Via Caltanissetta, 84",PITROLA MIMMA,37.19182523,14.12923834,1556200853
CL,CALTANISSETTA,RIESI,93016,"Viale Don Bosco, 18",DOTT. VERSO FARMACIE della Dr.ssa Viviana Verso & C. S.n.c.,37.2798772,14.0840586,1806120851
CL,CALTANISSETTA,CALTANISSETTA,93100,"Via F. Turati, 35",EUFRATE DI EUFRATE ALESSANDRO E C. SAS,37.4899966,14.0503083,1380770857
CL,CALTANISSETTA,BOMPENSIERE,93010,"Via Aldo Moro, 18",SORCE CALOGERO,37.474343,13.781261,183300854
CL,CALTANISSETTA,SAN CATALDO,93017,"Corso Vittorio Emanuele, 67",MAIRA DI VALERIO E ROBERTA CIMINO & C. SNC,37.49947519,13.92700114,1683040859
CL,CALTANISSETTA,RIESI,93016,"Via Principe Umberto, 70",VERSO DEL DR. VERSO FILIPPO & C. SAS RIESI,37.2936315,14.08962796,36850857
CL,CALTANISSETTA,BUTERA,93011,"Via Matteotti, 20",Celestri Della Dr.ssa Rosalia Taranto & C. Snc,37.19182523,14.12923834,1809580853
CL,CALTANISSETTA,VILLALBA,93010,"Via Nicolò Palmieri, 149",TRIOLO FRANCESCA,37.6557673,13.8454869,1209740859
CL,CALTANISSETTA,CALTANISSETTA,93100,"Viale Conte Testasecca, 51",Francesco Messana Di Messana M.v.s. Snc,37.4441251,13.95751097,1378380859
CL,CALTANISSETTA,CALTANISSETTA,93100,"Via N. Colajanni, 76",S. PIO X DELLA DR.SSA AMICO GABRIELLA,37.4859277,14.0591235,1617480858
CL,CALTANISSETTA,MILENA,93010,"Via N. Paganini, 7",IPPOLITO MARIA,37.4722674,13.7361435,1356630853
CL,CALTANISSETTA,SOMMATINO,93019,"Corso Umberto, 138",MISERENDINO TOMMASO & C. SNC,37.32264244,14.00595126,1377720857
CL,CALTANISSETTA,MUSSOMELI,93014,"Piazza Roma, 21",PIAZZA D.SSA VIVIA,37.578395,13.753298,1756750855
CL,CALTANISSETTA,MONTEDORO,93010,"Piazza Europa, 26",Morreale Rosa Maria,37.45365744,13.82378289,1533530851
CL,CALTANISSETTA,CAMPOFRANCO,93010,"Corso Umberto, 5",La Mattina Ignazia,37.48827047,13.70102274,1376540850
CL,CALTANISSETTA,GELA,93012,"Via Francesco Crispi, 192",CIPOLLA VENERA,37.0699581,14.2427681,70070859
CL,CALTANISSETTA,MAZZARINO,93013,"Corso Vittorio Emanuele, 218",CRAPANZANO SALVATORE,37.26790558,14.24314107,152180857
CL,CALTANISSETTA,SUTERA,93010,"Via Sen. G. Mormino, 85",CARRUBA PAOLO SALVATORE,37.52096381,13.74550562,1646760858
CL,CALTANISSETTA,SERRADIFALCO,93010,"Via Duca, 67",Madrice Dott. Marco Granata,37.4441251,13.95751097,1668040858
CL,CALTANISSETTA,GELA,93012,"Corso Salvatore Aldisio, 310",Amato Antonino,37.0699581,14.2427681,1443850852
CL,CALTANISSETTA,GELA,93012,"Corso Vittorio Emanuele, 116",CAMPISI SALVATORE ANDREA MARIA,37.0699581,14.2427681,1825190851
CL,CALTANISSETTA,CALTANISSETTA,93100,"Via Redentore, 252",LACHINA ARMANDO,37.4441251,13.95751097,153980859
CL,CALTANISSETTA,GELA,93012,"Via Verga, 104",PINTAUDI MARIA GRAZIA,37.069013,14.2479096,1658740855
CL,CALTANISSETTA,GELA,93012,"Via Venezia, 222",TINAGLIA GIOVANNI,37.0699581,14.2427681,2570800843
CL,CALTANISSETTA,GELA,93012,"Piazza Umberto I, 9",Clementi Del Dr. Giuseppe Santisi,37.06669,14.250292,1649070859
CL,CALTANISSETTA,GELA,93012,"Via Europa, 73",Bennici Concetta,37.0699581,14.2427681,1199680859
CL,CALTANISSETTA,GELA,93012,"Via Palazzi, 46",L'ABBATE GIUSEPPINA,37.073165,14.233902,1304860859
CL,CALTANISSETTA,MAZZARINO,93013,"Corso Vittorio Emanuele, 412",DE MARIA VINCENZO DOMENICO,37.3052554,14.2177242,1982750851
CL,CALTANISSETTA,GELA,93012,"Corso Vittorio Emanuele, 397",F.CA ANTICA FARMACIA PRESTI DEL DR. I.GENNUSO,37.0699581,14.2427681,1728150853
CL,CALTANISSETTA,MUSSOMELI,93014,"Via Orfanotrofio, 21",Farmacia Catania  Dott. Piero,37.55613905,13.81682752,69410850
CL,CALTANISSETTA,CALTANISSETTA,93100,"Via Filippo Paladini, 69",Al Duomo Snc Di Cutrera Domenico & Giamporcaro Mariella Fabiola,37.4441251,13.95751097,1373950854
CL,CALTANISSETTA,GELA,93012,"Via Argolide, 3",ELEUSI DR. SALAFIA ANGELO,37.0699581,14.2427681,1363000850
CL,CALTANISSETTA,GELA,93012,"Viale Cortemaggiore, 67",CROCE VERDE DEI DR. VARRICA M. E VARRICA LORELLA SNC,37.0699581,14.2427681,1782980856
CL,CALTANISSETTA,NISCEMI,93015,"Via XX Settembre, 118",AGOZZINO GIUSEPPA,37.1467961,14.3864519,355700857
CL,CALTANISSETTA,GELA,93012,"Via Venezia, 137",GENNUSO DEI DR.I NICOLA E MARCELLO GENNUSO SNC,37.0698374,14.2551488,1681210850
CL,CALTANISSETTA,SAN CATALDO,93017,"Via Giuseppe Garibaldi, 85",PILATO ARNALDO & DANILO SNC,37.49947519,13.92700114,27140854
CL,CALTANISSETTA,NISCEMI,93015,"Via Umberto I, 25",LODATO B. G. & F. SNC,37.1454429,14.3857541,1407960853
CL,CALTANISSETTA,MAZZARINO,93013,"Piazza S. Giuseppe, 10",Eredi Lanzarotta Franca,37.26790558,14.24314107,1983120856
CL,CALTANISSETTA,NISCEMI,93015,"Via Umberto I, 78",MINARDI ROSSELLA,37.14081079,14.40643862,1397570852
CL,CALTANISSETTA,CALTANISSETTA,93100,"Via A. Sciascia, 4 (Vill. S. Barbara)",Pasqualino Della Dr.ssa Fine Alessandra & C. Snc,37.4441251,13.95751097,74560855
CL,CALTANISSETTA,NISCEMI,93015,"Via XX Settembre, 79",MUSCIA CRISTINA,37.14081079,14.40643862,1456350857
CL,CALTANISSETTA,NISCEMI,93015,"Via Giacomo Matteotti, 53",Ingala Marcella,37.14081079,14.40643862,1396170852
CL,CALTANISSETTA,NISCEMI,93015,"Viale Mario Gori, 321",Buscemi Rosa,37.146319,14.394891,1606120853
CL,CALTANISSETTA,MAZZARINO,93013,"Via Roma, 43",Volpe M. Concetta,37.26790558,14.24314107,151420858
CL,CALTANISSETTA,VALLELUNGA PRATAMENO,93010,Via Palmeri,CAPUANO FRANCESCO,37.6833121,13.8309314,187200852
