ASP;Denominazione;Indirizzo;Citta';Provincia;Attivita';Tipo sede
SR;ASSOCIAZIONE MAIOR DI PALAZZOLO OTTAVIO ;VIA PORDENONE 5;Siracusa;SR;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
SR;BENEVENTANO DEL BOSCO SNC;VIA P. UMBERTO 185;Augusta;SR;Radiologia;Sede Operativa
SR;BIO CONTROL SRL ;VIA CITRUS 33;Augusta;SR;Medicina di laboratorio;Sede Operativa
SR;BIOIMMAGINI SRL;via forlanini 7/9;Siracusa;SR;Medicina di laboratorio;Sede Operativa
SR;BIOMEDICA SRL DI GIGLIUTO VINCENZA;CORSO VITTORIO EMANUELE 112;Floridia;SR;Medicina di laboratorio;Sede Operativa
SR;BIVAL SRL;VIA CARSO 10;Augusta;SR;Neurologia;Sede Operativa
SR;CASA DI CURA ISTITUTO ORTOPEDICO VILLA SALUS DI INNOCENZO GALATIOTO;CONTRADA SPALLA;Melilli;SR;Casa di cura;Sede Operativa
SR;CASA DI CURA ISTITUTO ORTOPEDICO VILLA SALUS DI INNOCENZO GALATIOTO;CONTRADA SPALLA;Melilli;SR;Attività  ambulatoriale case di cura private;Sede Operativa
SR;CASA DI CURA SANTA LUCIA ;VIA LOMBARDIA 1;Siracusa;SR;Casa di cura;Sede Operativa
SR;CASA DI CURA VILLA AURELIA;VIA FRANCOFONTE 5;Siracusa;SR;Casa di cura;Sede Operativa
SR;CASA DI CURA VILLA AZZURRA ;Via Traversa Belvedere di Scala Greca 24;Siracusa;SR;Casa di cura;Sede Operativa
SR;CASA DI CURA VILLA MAURITIUS ;VIA FRANCOFONTE 5;Siracusa;SR;Attività  ambulatoriale case di cura private;Sede Operativa
SR;CASA DI CURA VILLA MAURITIUS ;CONTRADA SPALLA;Melilli;SR;Casa di cura;Sede Operativa
SR;CASA DI CURA VILLA RIZZO ;VIA AGATI 3;Siracusa;SR;Casa di cura;Sede Operativa
SR;"CATERA DANIELA - SOC  COOP AMICA 
";VIA AUGUSTA  33;Siracusa;SR;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
SR;CAVARRA E GIARDINELLI SRL;CORSO UMBERTO 25;Siracusa;SR;Medicina di laboratorio;Sede Operativa
SR;CEMED DEL DOTT DI ROSOLINI SAS;VIA SERBATOIO 4;Rosolini;SR;Endocrinologia;Sede Operativa
SR;CENTRO ANALISI BIOS SRL - RUBINO FERDINANDO;VIA COLOMBO 32;Avola;SR;Medicina di laboratorio;Sede Operativa
SR;CENTRO ANALISI CLINICHE PACHINO SRL;via Gorizia 63;Pachino;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;CENTRO ANALISI CLINICHE PACHINO SRL ;VIA CAVOUR N. 12 ;Pachino;SR;Medicina di laboratorio - Aggregazione;Sede Operativa
SR;CENTRO ANALISI CLINICHE SRL ;VIALE TERACATI 31;Siracusa;SR;Medicina di laboratorio;Sede Operativa
SR;CENTRO ANALISI MELILLI SRL;VIALE ITALIA 1;Melilli;SR;Medicina di laboratorio;Sede Operativa
SR;CENTRO ANALISI ROMA SRL DI SAMPERI MARIA;FRAZ VILLASMUNDO;Melilli;SR;Medicina di laboratorio;Punto Prelievo
SR;CENTRO ANALISI ROMA SRL DI SAMPERI MARIA ;VIA ROMA 68/69;Augusta;SR;Medicina di laboratorio;Sede Operativa
SR;CENTRO ARETUSEO DI RIABILITAZIONE ONLUS ;C/DA GRASSUME;Francofonte;SR;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
SR;CENTRO BIOLOGIA CLINICA & LABORATORI ASSOCIATI S C A R L;VIA GARIBALDI 66;Palazzolo Acreide;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;CENTRO BIOLOGIA CLINICA & LABORATORI ASSOCIATI S C A R L;via Garibaldi 118;Lentini;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;CENTRO BIOLOGIA CLINICA & LABORATORI ASSOCIATI S C A R L;via Gaudioso 42;Francofonte;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;CENTRO BIOMEDICO SAS DOTT RANDAZZO SALVATORE - DOTTSSA CULTRERA MARIA ROSA ANNA ;VIA BELLINI 41;Canicattini Bagni;SR;Medicina di laboratorio;Sede Operativa
SR;CENTRO CUORE PACHINO DEL DR ANGELO PETRALITO  SRL;VIA A. MORO 11/15;Pachino;SR;Cardiologia;Sede Operativa
SR;CENTRO DI DIAGNOSTICA DI IMMAGINI DI GULINO GIUSEPPE & C SNC;VIA G. LAVAGGI 48;Augusta;SR;Radiologia;Sede Operativa
SR;CENTRO DI DIAGNOSTICA E TERAPIA CARDIOVASCOLARE DEL DOTT  SERGIO MONACO E C SAS ;VIA ETNEA 154/A;Carlentini;SR;Cardiologia;Sede Operativa
SR;CENTRO DI RIABILITAZIONE ISOPTERA (SOC COOP SAN MARTINO);VIALE TERACATI 51/M;Siracusa;SR;Centro diurno per soggetti affetti da disturbo autistico;Sede Operativa
SR;CENTRO DI RIABILITAZIONE SRL UNISOCIO;CORSO SAVOIA SNC;Rosolini;SR;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
SR;CENTRO DIAGNOSTICO CARDIOLOGICO MANGIAFICO SRL - MANGIAFICO SALVATORE;VIA SAN SEBASTIANO 39;Siracusa;SR;Cardiologia;Sede Operativa
SR;CENTRO DIAGNOSTICO S VENERA SRL;VIA R. SETTIMO 26;Avola;SR;Radiologia;Sede Operativa
SR;CENTRO DIALISI NEFRAL SRL;VIA A. CAVARRA 33;Noto;SR;Dialisi;Sede Operativa
SR;CENTRO DIALISI SAN LUCA SRL ;VIA CERERE 6;Lentini;SR;Dialisi;Sede Operativa
SR;CENTRO DIALISI SUNDIAL SRL ;VIA BASILE 2;Avola;SR;Dialisi;Sede Operativa
SR;CENTRO DIURNO PER SOGGETTI AFFETTI DA DISTURBO AUTISTICO SOCIETà€ COOPERATIVA SOCIALE CORALLO;Via Agnone 28;Lentini;SR;Centro diurno per soggetti affetti da disturbo autistico;Sede Operativa
SR;CENTRO MEDICO AMBULATORIALE IPPOLITO LUCIANA & C SNC;VIA TRAPANI 27;Francofonte;SR;Radiologia;Sede Operativa
SR;CENTRO NEURODIAGNOSTICO DEL DOTT GIUSEPPE GENOVESI & C SAS;VIA BOITO 2/A;Noto;SR;Neurologia;Sede Operativa
SR;CENTRO OCULISTICO DEL DOTT   CORRADO MIGLIORE SAS;VIA GIOVANNI NICOTERA 36;Noto;SR;Oculistica;Sede Operativa
SR;CENTRO ODONTOIATRICO LO GIUDICE SRL;Corso Vittorio Emanuele 502;Floridia;SR;Odontoiatria;Sede Operativa
SR;CENTRO ODONTOIATRICO MACCA DI MACCA SALVATORE & C SAS;VIA VITTORIO EMANUELE 24;Noto;SR;Odontoiatria;Sede Operativa
SR;CENTRO ODONTOIATRICO PACHINO DEL DR MIZZI DINO & C SRL;VIA UNITA' 56;Pachino;SR;Odontoiatria;Sede Operativa
SR;CENTRO ODONTOIATRICO TOMASI SAS DI SCIBILIA DOTT  MAURO ;VIA XIV OTTOBRE 65;Augusta;SR;Odontoiatria;Sede Operativa
SR;CENTRO OTORINO PACHINESE SS;VIA MARSALA 8;Pachino;SR;Otorinolaringoiatria;Sede Operativa
SR;CENTRO POLIDIAGNOSTICO S  LUCIA GLEF SRL ; VIA SERVI DI MARIA 7;Siracusa;SR;Medicina di laboratorio;Sede Operativa
SR;CENTRO POLIDIAGNOSTICO S  LUCIA GLEF SRL ;VIA SERVI DI MARIA 7;Siracusa;SR;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
SR;CENTRO POLIDIAGNOSTICO S LUCIA GLEF SRL ;VIA SERVI DI MARIA 7;Siracusa;SR;Radiologia;Sede Operativa
SR;CENTRO POLIFUNZIONALE RIABILITAZIONE SOCIETA' COOPERATIVA SOCIALE ;VIA SIPIONE 175;Rosolini;SR;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
SR;CENTRO SERVIZI MEDICI SC A RL;via Padre Gaudenzio Cianci 4;Sortino;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;CENTRO SERVIZI MEDICI SC A RL;corso Gelone 39;Siracusa;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;CLEF DEL DOTT CAPPELLANI DAVIDE  & C SAS;VIALE TICA 174;Siracusa;SR;Odontoiatria;Sede Operativa
SR;CONSORLABO SC A RL;via Ruggero Settimo 26;Avola;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;CONSORLABO SC A RL;VIA DELLE VIGNE N. 76/78 - Cassibile;Siracusa;SR;Medicina di laboratorio - Aggregazione;Sede Operativa
SR;CONSORZIO ARETUSEO DI RIABILITAZIONE ONLUS;C.DA CODALUPO;Noto;SR;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
SR;CONSORZIO ARETUSEO DI RIABILITAZIONE ONLUS ;C.DA TIMPAROSSA SN;Rosolini;SR;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
SR;CONSORZIO SANITARIO DEDA S C A RL;corso Gelone n. 82;Siracusa;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;CONSORZIO SANITARIO DEDA S C A RL;corso Gelone n. 63;Siracusa;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;CONSORZIO SICIILIANO DI RIABILITAZIONE CRS SC A RL;VIALE KENNEDY  72;Melilli;SR;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
SR;CRES SCARL;via Fontenuovo 110/112;Carlentini;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;CRES SCARL;via Toledo 48;Lentini;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;CRES SCARL;via Etnea 23;Lentini;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;"CRES SCARL 
";VIA ETNEA N. 23;Lentini;SR;Medicina di laboratorio - Aggregazione;Sede Operativa
SR;CSR CONSORZIO SICILIANO DI RIABILITAZIONE A RL;c.da Costa dei Conti sn;Augusta;SR;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
SR;CSR CONSORZIO SICILIANO DI RIABILITAZIONE A RL;viale Kennedy  72;Melilli;SR;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
SR;DENTAL CENTER FLORIDIA SRL;VIA IV NOVEMBRE 50 ;Floridia;SR;Odontoiatria;Sede Operativa
SR;DI BARTOLO NUNZIO & C SNC;VIA QUASIMODO 7;Palazzolo Acreide;SR;Radiologia;Sede Operativa
SR;DIAGNOSTICA PER IMMAGINI DI MONCADA SALVATORE SRL;VIA CAVOUR 14;Pachino;SR;Radiologia Diagnostica;Sede Operativa
SR;DIALISI ARETUSEA SRL;VIA U. SOVIETICA 1;Siracusa;SR;Dialisi;Sede Operativa
SR;DIAVERUM ITALIA SRL;CONTRADA OLIVETO BRUCOLI MARE;Augusta;SR;Dialisi;Sede Operativa
SR;DIAVERUM ITALIA SRL;VIA FRATELLI BANDIERA 13;Lentini;SR;Dialisi;Sede Operativa
SR;D'ONOFRIO ROSARIO SNC;VIA MEGARA 217;Augusta;SR;Radiologia;Sede Operativa
SR;D'ONOFRIO ROSARIO SNC;VIA MEGARA 217;Augusta;SR;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
SR;ECORAD DI AMATO SALVATORE E C SNC;VIALE TERACATI 51/I;Siracusa;SR;Radiologia;Sede Operativa
SR;EMANUELE SALVO SERGIO;VIA ARCHIMEDE 49;Carlentini;SR;Dermatologia;Sede Operativa
SR;EMOLAB DI VIRGA LUANA & C SAS;VIALE PRINCIPE DI PIEMONTE 32;Noto;SR;Medicina di laboratorio;Sede Operativa
SR;FISIOMAG SRL ;VIA ZENONE N. 9 ;Lentini;SR;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
SR;FISIOMED SRL;VIA ADDA 9;Siracusa;SR;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
SR;FLORILAB SRL ;CORSO VITTORIO EMANUELE 281;Floridia;SR;Medicina di laboratorio;Sede Operativa
SR;FONDAZIONE S ANGELA MERICI ONLUS;VIA L. SPAGNA 32;Siracusa;SR;Casa Alloggio per Malati di Aids;Sede Operativa
SR;FORUCCELLO SRL;VIA ROMA 13;Floridia;SR;Cardiologia;Sede Operativa
SR;GIBI SRLCENTRO MEDICO DI ORTOPEDIA E FISIOTERAPIA DI GIBELLINO GAETANO;VIALE TICA 71;Siracusa;SR;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
SR;GLORIOSO ANNA MARIA;VIALE TICA 85;Siracusa;SR;Medicina di laboratorio;Sede Operativa
SR;INTERLANDI GIUSEPPE SRL;PIAZZA PLEBISCITO 16;Solarino;SR;Medicina di laboratorio;Sede Operativa
SR;IPPEDICO FRANCESCO SRLS;FRAZ. VILLASMUNDO VIA REGINA ELENA 45;Melilli;SR;Medicina di laboratorio;Sede Operativa
SR;ISTITUTO DI DIAGNOSTICA PER IMMAGINI ARETUSA SRL ;VIALE SCALA GRECA 157;Siracusa;SR;Riabilitazione Cardiologica;Sede Operativa
SR;ISTITUTO DI DIAGNOSTICA PER IMMAGINI ARETUSA SRL ;VIA SCALA GRECA 157;Siracusa;SR;Radiologia;Sede Operativa
SR;ISTITUTO PSICOPEDAGOGICO S ANGELA MERICI ONLUS;VIA PIAZZA ARMERINA 34;Siracusa;SR;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
SR;KARDIA CENTRO DI DIAGNOSTICA E TERAPIA CARDIOVASCOLARE DELLA DOTT SSA MARIA FRANCESCA MIANO & C SAS;VIA DON G. MINZONI 7;Solarino;SR;Cardiologia;Sede Operativa
SR;LA MAGNOLIA DI SALUSTRA SRL;C.DA SPALLA;Melilli;SR;Comunità  Terapeutica Assistita;Sede Operativa
SR;LA META ONLUS;VIA ETNEA 197/B;Lentini;SR;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
SR;LABORATORIO ANALISI CLINICHE  DEDA SRL;CORSO GELONE 82;Siracusa;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;LABORATORIO ANALISI CLINICHE  DEDA SRL;VIA MONTE LAURO 14;Siracusa;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;LABORATORIO ANALISI CLINICHE  DEDA SRL ;VIALE DEI COMUNI 18/A;Siracusa;SR;Medicina di laboratorio - Aggregazione;Sede Operativa
SR;LABORATORIO ANALISI CLINICHE DR BELLA DARIO SNC;VIA EPICARNO CORBINO 41;Augusta;SR;Medicina di laboratorio;Sede Operativa
SR;LABORATORIO ANALISI CLINICHE S  TERESA SNC - TINE' GIUSEPPA;VIA QUASIMODO 7;Palazzolo Acreide;SR;Medicina di laboratorio;Sede Operativa
SR;LABORATORIO ANALISI DOTT ANGELO DI BARTOLO;VIA ITALIA 10;Siracusa;SR;Medicina di laboratorio;Sede Operativa
SR;LABORATORIO GAMMA SAS DI CARRUBBA ROSETTA;VIA TISIA R.CO 2;Siracusa;SR;Medicina di laboratorio;Sede Operativa
SR;LABORATORIO PATOLOGIA CLINICA TRINGALI SALVATORE & C  SNC;VIA P. UMBERTO 302/30;Augusta;SR;Medicina di laboratorio;Sede Operativa
SR;LABORATORIO SALUS MENDEL SRL;CORSO GELONE 103;Siracusa;SR;Medicina di laboratorio;Sede Operativa
SR;LAC LABORATORIO ANALISI CLINICHE DI TRAVALI DR MARIO SCROFANI VINCENZO, LICITRA GIUSEPPE, RIZZA ALESSANDRA E COSTA MARIA  SNC;VIA PRINCIPE UMBERTO 2/415/07/2005;Noto;SR;Medicina di laboratorio;Sede Operativa
SR;LEO LAB SRL - DRAGHI LUCIA TERESA;VIA POLIBIO 1/A ;Lentini;SR;Medicina di laboratorio;Sede Operativa
SR;MASUZZO CONCETTINA;VIA S. LA ROSA 31;Noto;SR;Medicina di laboratorio;Sede Operativa
SR;MEDICAL CENTER SNC DI NICOLOSI A E MILLUZZO D;VIA MATTEOTTI 14;Augusta;SR;Medicina di laboratorio;Sede Operativa
SR;MEDILAB SCARL;via Sipione n. 48;Rosolini;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;MEDILAB SCARL;via Necropoli Grotticelle n. 30;Siracusa;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;MEDILAB SCARL;via Siracusa n. 82 - Frazione Belvedere;Siracusa;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;MEDILAB SCARL ;CORSO VITTORIO EMANUELE N. 231 ;Avola;SR;Medicina di laboratorio - Aggregazione;Sede Operativa
SR;MONS S GOZZO - ISTITUTO PSICOPEDAGOGICO S.ANGELA MERICI;VIA SEMINARIO SN C.DA GAROFALO;Canicattini Bagni;SR;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
SR;NIFRAS DI CALVO ANTONINO SAS;VIA BELLINI 77;Rosolini;SR;Cardiologia;Sede Operativa
SR;NUOVA MEDICINA SRL;VIA UMBERTO 80/82;Ferla;SR;Medicina di laboratorio - Aggregazione;Punto Prelievo
SR;NUOVA MEDICINA SRL;VIA SABAUDA 14;Buccheri;SR;Medicina di laboratorio - Aggregazione;Punto Prelievo
SR;NUOVA MEDICINA SRL;Ronco Volta 5;Palazzolo Acreide;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;"NUOVA MEDICINA SRL 
";VIA UMBERTO N. 426;Canicattini Bagni;SR;Medicina di laboratorio - Aggregazione;Sede Operativa
SR;ODONTOIATRIA SCIBILIA SRL;VIA REGINA ELENA 79 ;Canicattini Bagni;SR;Odontoiatria;Sede Operativa
SR;PANTANO ELBANA & C SAS;VIA DURANDO 32;Pachino;SR;Medicina di laboratorio;Sede Operativa
SR;PECORA MARIA ANTONIETTA ;VIA EUMELO 80;Siracusa;SR;Medicina di laboratorio;Sede Operativa
SR;POLILAB SRL DI MUSTICA MARIA;PIAZZA DI MAURO 6;Priolo Gargallo;SR;Medicina di laboratorio;Sede Operativa
SR;PUGLIA DR NUNZIO;CORSO GELONE 93;Siracusa;SR;Medicina nucleare;Sede Operativa
SR;RIABILIA BIS SRL ;PIAZZA MARCONI 10;Floridia;SR;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
SR;RSA SOGESA SRL;VIA E. COLOMBO 4;Lentini;SR;Residenza Sanitaria Assistita;Sede Operativa
SR;SALUS  SRL;via Roma 70;Rosolini;SR;Medicina di laboratorio - Aggregazione;Punto di accesso
SR;"SALUS  SRL 
";VIA MONTEVERDE N. 19;Rosolini;SR;Medicina di laboratorio - Aggregazione;Sede Operativa
SR;SERVIZIO DI NEFROLOGIA TIKE ;VIA P.TO DI MONACO 30;Siracusa;SR;Dialisi;Sede Operativa
SR;SIRACUSA MEDICA DI IOAN EMANUELA;VIALE ZECCHINO 3;Siracusa;SR;Medicina di laboratorio;Sede Operativa
SR;SIRUGO ALESSANDRO CENTRO ODONTO PITIA SNC;VIA PITIA 36;Siracusa;SR;Odontoiatria;Sede Operativa
SR;SM CARACCIOLO SRL UNIPERSONALE;VIA XXV APRILE 13;Carlentini;SR;Radiologia;Sede Operativa
SR;SOC COOP SOCIETA' E SALUTE;VIA QUASIMODO PAL. C;Palazzolo Acreide;SR;Dialisi;Sede Operativa
SR;SOCIETA' SIRNEPHROS ;VIA A. MORO S.N.;Pachino;SR;Dialisi;Sede Operativa
SR;SOCIETA' SIRNEPHROS ;VIALE SCALA GRECA 107;Siracusa;SR;Dialisi;Sede Operativa
SR;STUDIO CARDIOLOGICO DEL DOTT SIRINGO SEBASTIANO & C SAS;VIA ARNO 7;Siracusa;SR;Cardiologia;Sede Operativa
SR;STUDIO CARDIOLOGICO DR CARMELO PASQUALE SRL;CORSO GELONE 116/A;Siracusa;SR;Cardiologia;Sede Operativa
SR;STUDIO DENTISTICO DOTT MANGIAMELI - DOTTSSA MAGNANO SAS;VIA ERICE 1;Lentini;SR;Odontoiatria;Sede Operativa
SR;STUDIO DI CARDIOLOGIA DR BIAGIO ARMARO SRL;VIA SCALA GRECA 324;Siracusa;SR;Cardiologia;Sede Operativa
SR;STUDIO DI DERMATOLOGIA AMBROGIO & C SAS;VIA GALERMI S.N./VIA NECROPOLI GROTTICELLE 17;Siracusa;SR;Dermatologia;Sede Operativa
SR;STUDIO DI GINECOLOGIA ED OSTETRICIA DOTTSSA GIUSEPPINA CANNARELLA & C SAS;VIA GROTTASANTA 26;Siracusa;SR;Ostetricia e ginecologia;Sede Operativa
SR;STUDIO DI MEDICINA NUCLEARE DR GIOVANNI  MURE' SRL;VIA LAVAGGI NÂ°71;Augusta;SR;Medicina nucleare;Sede Operativa
SR;STUDIO DI ORTOPEDIA E TRAUMATOLOGIA DOTT CAMPISI SRL;VIA ROMA 73;Avola;SR;Ortopedia;Sede Operativa
SR;STUDIO DI RADIOLOGIA DOTT BIRRICO SRLS;VIA DELLE CAVE 62;Priolo Gargallo;SR;Radiologia;Sede Operativa
SR;STUDIO DI RADIOLOGIA E DIAGNOSTICA PER IMMAGINI DEL DOTT RUSSO GAETANO SAS;VIA BACCHILIDE 51;Siracusa;SR;Radiologia;Sede Operativa
SR;STUDIO DI RADIOLOGIA E TERAPIA FISICA DEL DOTT GIUSEPPE MALFA & C SRL;VIA G. BOVIO 2;Noto;SR;Radiologia;Sede Operativa
SR;STUDIO MEDICO OCULISTICO FALCHI DR PAOLO SNC;VIALE TERACATI 51/I;Siracusa;SR;Oculistica;Sede Operativa
SR;STUDIO OCULISTICO DOTTSSA CARBONE ANTONIETTA SNC;VIA AGATI 4;Siracusa;SR;Oculistica;Sede Operativa
SR;STUDIO OCULISTICO GUZZARDI SAS DI GUZZARDI RITA & C;VIA TURATI  31;Augusta;SR;Oculistica;Sede Operativa
SR;STUDIO ORTOPEDICO DEL DOTT SIRUGO VINCENZO & C SAS;VIA TESTAFERRATA 22;Siracusa;SR;Ortopedia;Sede Operativa
SR;STUDIO PER LE MALATTIE CARDIOVASCOLARI DOTT ANTONELLO LIUZZO & C SAS;VIA NECROPOLI GROTTICELLE 13;Siracusa;SR;Cardiologia;Sede Operativa
SR;STUDIO RADIOLOGICO DE BORTOLI-SCAPELLATO DI DE BORTOLI MARIA GABRIELLA SNC;VIALE TEOCRITO 66;Siracusa;SR;Radiologia;Sede Operativa
SR;VILLA AGATA;VIA PAOLO BORSELLINO 49 C/DA IZZO- VIGNARELLI;Floridia;SR;Residenza Sanitaria Assistita;Sede Operativa
SR;VILLA DELLA ZAGARA DI SALUSTRA SRL;C.DA S.PAOLO BUCACHEMI SN;Noto;SR;Comunità  Terapeutica Assistita;Sede Operativa
SR;VILLA ELCE DI RIZZO PIETRO & C SAS;C.DA SAMPERI;Augusta;SR;Comunità  Terapeutica Assistita;Sede Operativa
SR;VILLA MAURITIUS ARCOBALENO SRL;VIA PALAZZOLO 1;Siracusa;SR;Comunità  Terapeutica Assistita;Sede Operativa
