ASP;Denominazione;Indirizzo;Citta';Provincia;Attivita';Tipo sede
TP;AMBULATORIO OCULISTICO LA GRUTTA SRL;VIA HOPPS N¬∞ 7;Mazara del Vallo;TP;Oculistica;Sede Operativa
TP;AMBULATORIO ODONTOIATRICO DEL DOTT GAETANO BARBIERA & C SAS;VIA PAOLO OLIVIERI 59;Salemi;TP;Odontoiatria;Sede Operativa
TP;AMBULATORIO ODONTOIATRICO DR  GIUSEPPE VINCI DELLA DSSA IGNAZIA DI BLASI E C SAS;VIA FRA' GIOVANNI PANTALEO 18;Castelvetrano;TP;Odontoiatria;Sede Operativa
TP;AMBULATORIO OSTETRICIA E GINECOLOGIA DELLA DOTTSSA MARINO MARIA ROSA & C SAS;VIA S. MARIA DELLE GIUMMARE 57/A;Mazara del Vallo;TP;Ostetricia e ginecologia;Sede Operativa
TP;ANALISI BIOLOGICHE E RADIOIMMUNOLOGICHE DOTT C VENZA SRL;VIA MONDELLO 40;Castellammare del Golfo;TP;Medicina di laboratorio - Aggregazione;Punto Prelievo
TP;ANALISI BIOLOGICHE E RADIOIMMUNOLOGICHE DOTT C VENZA SRL;VIA ZARA 128;Custonaci;TP;Medicina di laboratorio - Aggregazione;Punto Prelievo
TP;ANALISI BIOLOGICHE E RADIOIMMUNOLOGICHE DOTT C VENZA SRL ;VIA ZINGARO 3 ;Castellammare del Golfo;TP;Medicina di laboratorio - Aggregazione;Sede Operativa
TP;ANALISI BIOLOGICHE E RADIOIMMUNOLOGICHE DOTT C VENZA SRL ;VIA G. MARTINO 49/B;Alcamo;TP;Medicina di laboratorio - Aggregazione;Sede Operativa
TP;ANALISI CLINICHE DOTT SSA ESPOSITO ROSALBA SNC;C.SO GARIBALDI 95 ;Castellammare del Golfo;TP;Medicina di laboratorio;Sede Operativa
TP;ANTEO;CONTRADA GURGO 45 CORPI A E B;Marsala;TP;Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso;Sede Operativa
TP;APOLLONIA DI MANGIAPANE ANTONINO & C SAS;P.ZZA GEN. SCIO 8;Trapani;TP;Odontoiatria;Sede Operativa
TP;ASSOCIAZIONE CASA DEI GIOVANI ONLUS ;CONTRADA DECCARO - BAGLIO LA LOGGETTA;Mazara del Vallo;TP;Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso;Sede Operativa
TP;AUTOS GESTITO DA SOCIETA ATI AEQUITAS SRLS - ASDA SRLS ;VIA TURI SERAFINO  15;Alcamo;TP;Centro diurno per soggetti affetti da disturbo autistico;Sede Operativa
TP;AZIENDA TERMALE TERME DI GORGA ALCAMO;Contrada Corga;Alcamo;TP;Terme;Sede Operativa
TP;AZIENDA TERMALE TERME SEGESTANE;Contrada Ponte Bagni, 1;Castellammare del Golfo;TP;Terme;Sede Operativa
TP;BIOLAB SCARL;via dello Sbarco 78 ;Marsala;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;BIOLAB SCARL;via G. Verdi 36/38;Marsala;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;BIOLAB SCARL;via Sibilla 13 ;Marsala;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;BIOLAB SCARL;via Pio La Torre 9;Petrosino;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;BIOLAB SCARL ;VIA PIO LA TORRE N. 9;Petrosino;TP;Medicina di laboratorio - Aggregazione;Sede Operativa
TP;BIOMEDICAL SRL;VIA DANTE FIORENTINO 41;Mazara del Vallo;TP;Medicina di laboratorio;Sede Operativa
TP;CAPP COOPERATIVA SOCIALE;VIA GIARDINELLO 23;Santa Ninfa;TP;Presidi di riabilitazione funzionale di portatori disabilit‡† fisiche psichiche e sensoriali;Sede Operativa
TP;CASA DI CURA MORANA ;VIA TRAPANI 161;Marsala;TP;Residenza Sanitaria Assistita;Sede Operativa
TP;CASA DI CURA MORANA ;C.DA DARA 744/D;Marsala;TP;Medicina di laboratorio;Sede Operativa
TP;CASA DI CURA MORANA ;CONTRADA DARA, 744/D;Marsala;TP;Casa di cura;Sede Operativa
TP;CASA DI CURA MORANA ;C.DA DARA 744/D;Marsala;TP;Attivit‡† ambulatoriale case di cura private;Sede Operativa
TP;CASA DI CURA MORANA ;VIA FALCONE BORSELLINO 30;Trapani;TP;Medicina nucleare;Sede Operativa
TP;CASA DI CURA SANT'ANNA;VIA SALITA SANT'ANNA 34;Erice;TP;Casa di cura;Sede Operativa
TP;CASA DI CURA VILLA DEI GERANI;VIA MANZONI 83;Erice;TP;Casa di cura;Sede Operativa
TP;CASA DI CURA VITTORIA ;VIALE DEI TEMPLI 116;Castelvetrano;TP;Casa di cura;Sede Operativa
TP;CASA VERDE SRL - CENTRO CHIRURGICO;VIA DEI VESPRI 118;Trapani;TP;Oculistica e chirurgia ambulatoriale;Sede Operativa
TP;CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL;via G. Garibaldi 56/58 ;Calatafimi Segesta;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL;via Alighieri 175;Marsala;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL;via Toniolo 13;Mazara del Vallo;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL;via A. Castiglione 27 ;Mazara del Vallo;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL;via Cap. Sieli 1 ;Trapani;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL;via Alcamo 13 ;Trapani;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;CEDIS CENTRO DIAGNOSTICO SANITARIO SC A RL ;VIA CAP. SIELI N. 1 ;Trapani;TP;Medicina di laboratorio - Aggregazione;Sede Operativa
TP;CENTRO AMBULATORIALE DI NEFROLOGIA E DIALISI GALENO SRL;VIA CASTELVETRANO 37/B;Mazara del Vallo;TP;Dialisi;Sede Operativa
TP;CENTRO ANALISI CLINICHE CANINO SRL;C.SO UMBERTO I 112 ;Pantelleria;TP;Medicina di laboratorio;Sede Operativa
TP;CENTRO BENESSERE PETROSINO SRL;VIA X LUGLIO 4/A- 6;Petrosino;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;CENTRO BIOANALITICO DOTTOR AMENTA DI AMENTA & C SAS;VIA CONV. SAN F.SCO DI PAOLA 73 ;Trapani;TP;Medicina di laboratorio;Sede Operativa
TP;CENTRO CLINICO E DIAGNOSTICO OFTALMOLOGICO SAS DELLA DOTTSSA MALTESE ANNA;VIA T. TASSO 37;Alcamo;TP;Oculistica;Sede Operativa
TP;CENTRO DI EMODIALISI DOTT MUCARIA SRL;CORSO GEN. MEDICI 148/A;Alcamo;TP;Dialisi;Sede Operativa
TP;CENTRO DI EMODIALISI DOTT MUCARIA SRL;VIALE EUROPA 23;Valderice;TP;Dialisi;Sede Operativa
TP;CENTRO DI MEDICINA NUCLEARE SRL;V.LE FALCONE BORSELLINO 30;Trapani;TP;Medicina nucleare;Sede Operativa
TP;CENTRO DI RADIOLOGIA MEDICA SRL;VIA UMBERTO GIORDANO 84;Alcamo;TP;Radiologia;Sede Operativa
TP;CENTRO DI RICERCHE MEDICHE CANGEMI E DITTA SRL;VIA CASCIO CORTESE 9 ;Trapani;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;CENTRO DI SOLIDARIET‡Ä FARO;C.DA RAKALIA 220/TER;Marsala;TP;Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso;Sede Operativa
TP;CENTRO DI SOLIDARIET‡Ä FARO;CDA FONTANELLE 47;Marsala;TP;Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso;Sede Operativa
TP;CENTRO DIAGNOSTICO RADIOLOGICO CAMPIONE SRL;VIA ALCAMO 24;Trapani;TP;Radiologia;Sede Operativa
TP;CENTRO EMODIALISI MAZARESE SRL;C.DA PONTE SERRONI S.S. 115 KM. 49,300;Mazara del Vallo;TP;Dialisi;Sede Operativa
TP;CENTRO FISIOKINESITERAPIA SALUS VALDERICE SAS;VIA G. FALCONE 8;Valderice;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;CENTRO MEDICO CARDIOLOGICO MARANZANO SAS DEL DOTT PIETRO MARANZANO & C;VIA MANZONI 74;Erice;TP;Cardiologia;Sede Operativa
TP;CENTRO MEDICO DI FISIOTERAPIA ED ESTETICA DI PALAZZOLO CARLO ROMEO & C SNC;VIA PORTA PALERMO 123;Alcamo;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;CENTRO MEDICO DI FKT CANGEMI DI CLAUDIA CARADONNA SAS;VIA L. CENTONZE 7;Castelvetrano;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;CENTRO MEDICO DI FKT E RIABILITAZIONE SOLARIUM SAS;V.LE DELLE PROVINCE 33;Erice;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;CENTRO MEDICO DOTT BUSCAINO II CUORE PER LA VITA DEL DOTT MASSIMO CASTELLI & C SNC;VIA VESPRI 157;Trapani;TP;Cardiologia;Sede Operativa
TP;CENTRO MEDICO SPECIALISTICO CAMMARATA SRL;VIA S. GIOVANNI BOSCO 48;Marsala;TP;Oculistica;Sede Operativa
TP;CENTRO OCULISTICO DOTT  ROMANO SALVATORE & C. SAS;VIA MANZONI 124 ;Erice;TP;Oculistica;Sede Operativa
TP;CENTRO ODONTOIATRICO DR FRANCESCO D'AGATE & C SNC;VIA PLACIDO FARDELLA 65;Paceco;TP;Odontoiatria;Sede Operativa
TP;CENTRO ODONTOIATRICO TOMMASO CARMELA & C SAS;C.SO A. DIAZ 67;Mazara del Vallo;TP;Odontoiatria;Sede Operativa
TP;CENTRO ODONTOSTOMATOLOGICO DI LAUDICINA ANTONINO E CORBASI GIUSEPPA & C SAS;CORSO VITTORIO EMANUELE 60;Trapani;TP;Odontoiatria;Sede Operativa
TP;CENTRO POLIDIAGNOSTICO MULTIMEDICAL DI LI CAUSI NICOLA & C SRL;VIA SEGGIO 154;Castelvetrano;TP;Poliambulatorio (Radiologia -Neurologia - Ostetricia e Ginecologia);Sede Operativa
TP;CENTRO SALUS PACHECO SRL;VIA GOLDONI 14;Paceco;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;CENTRO SANVITO SRL;C.DA SANTA MARIA DI GESU' SN;Mazara del Vallo;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;CENTRO SERENA FKT GALANTI SRL;VIA SCIPIONE L'AFRICANO 19;Marsala;TP;Presidio ambulatoriali recupero riabilitazione - Ortopedia e Traumatologia;Sede Operativa
TP;CEPAID SOC COOP SOCIALE ONLUS;VIA F. ANGILERI 2;Marsala;TP;Presidi di riabilitazione funzionale di portatori disabilit‡† fisiche psichiche e sensoriali;Sede Operativa
TP;CHECK UP ANALISI CLINICHE E RIA DI D CUTINO & C SNC;VIA VITTORIO VENETO 266 ;Alcamo;TP;Medicina di laboratorio;Sede Operativa
TP;CLERALAB SCARL;via Mario Gandolfo 16;Marsala;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;"CLERALAB SCARL 
"; VIA DEGLI ATLETI N. 16;Marsala;TP;Medicina di laboratorio - Aggregazione;Sede Operativa
TP;CLINICA ODONTOIATRICA PARRINELLO SRL;VIA G.MAZZINI 127/A;Marsala;TP;Odontoiatria;Sede Operativa
TP;CLINILAB SRL;VIA VESPRI 104 ;Trapani;TP;Medicina di laboratorio;Sede Operativa
TP;CONSORZIO AREA VITA - RSA BONIFATO;VIA V. GUARRASI 3;Alcamo;TP;Residenza Sanitaria Assistita;Sede Operativa
TP;CONSORZIO LABORATORI RIUNITI ALCAMO ARL;via Arc. N. Bonaiuto 1/C ;Calatafimi Segesta;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;CONSORZIO LABORATORI RIUNITI ALCAMO ARL;via Q. Sella 1;Castellammare del Golfo;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;CONSORZIO LABORATORI RIUNITI ALCAMO ARL;via Simone Corleo 12;Alcamo;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;CONSORZIO LABORATORI RIUNITI ALCAMO ARL;corso VI Aprile 273 ;Alcamo;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;CONSORZIO LABORATORI RIUNITI ALCAMO ARL;via Ferrantelli 62 ;Alcamo;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;CONSORZIO LABORATORI RIUNITI ALCAMO ARL;via Campobello 34/38 ;Castelvetrano;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;CONSORZIO LABORATORI RIUNITI ALCAMO ARL; VIA  GAETANO MARTINO N. 22;Alcamo;TP;Medicina di laboratorio - Aggregazione;Sede Operativa
TP;CONSULTORIO FAMILIARE CRESCERE INSIEME;VIA TEN. ALBERTI 21;Trapani;TP;Consultorio;Sede Operativa
TP;CSR CONSORZIO SICILIANO DI RIABILITAZIONE A RL;C.DA S.FRANCESCO DI PAOLA;Salemi;TP;Presidi di riabilitazione funzionale di portatori disabilit‡† fisiche psichiche e sensoriali;Sede Operativa
TP;CSR CONSORZIO SICILIANO DI RIABILITAZIONE A RL;VIA CAMPO SPORTIVO 5;Paceco;TP;Presidi di riabilitazione funzionale di portatori disabilit‡† fisiche psichiche e sensoriali;Sede Operativa
TP;CSR CONSORZIO SICILIANO DI RIABILITAZIONE A RL;C/DA ALTAVILLA MALPASSO VIA GIACOMO MANZU';Mazara del Vallo;TP;Presidi di riabilitazione funzionale di portatori disabilit‡† fisiche psichiche e sensoriali;Sede Operativa
TP;CSR CONSORZIO SICILIANO DI RIABILITAZIONE A RL;CONTRADA SAN SILVESTRO 452/A;Marsala;TP;Presidi di riabilitazione funzionale di portatori disabilit‡† fisiche psichiche e sensoriali;Sede Operativa
TP;CSR CONSORZIO SICILIANO DI RIABILITAZIONE A RL;PIANO S. MARIA  C/O CONVENTO SANTA MARIA;Alcamo;TP;Presidi di riabilitazione funzionale di portatori disabilit‡† fisiche psichiche e sensoriali;Sede Operativa
TP;CTA SALUS SRL;via Archimede n¬∞1;Gibellina;TP;Comunit‡† Terapeutica Assistita;Sede Operativa
TP;DAY HOSPITAL SRL;VIA F. CRISPI 86;Marsala;TP;Poliambulatorio (Medicina di laboratorio e Radiologia);Sede Operativa
TP;"DENTAL SALUS DI AGATA ANNA TUMMINELLO & C. S.N.C.‚Äù 
 ";CORSO CALATAFIMI 110;Marsala;TP;Odontoiatria;Sede Operativa
TP;DERMOESTETICA ZAMBITO SAS DI ZAMBITO SPADARO LUANA & C;VIA VALERIA 40;Mazara del Vallo;TP;Dermatologia;Sede Operativa
TP;DIAGNOSTICA DI RADIOLOGIA MEDICA SRL;VIA S. GIOVANNI BOSCO 3;Campobello di Mazara;TP;Radiologia;Sede Operativa
TP;DIAGNOSTICA INTEGRATA DOTT  F RUSSO SRL;VIA G. MARTINO 49/B ;Alcamo;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;DIAGNOSTICA INTEGRATA DOTT F RUSSO SRL;VIA ZINGARO 3 ;Castellammare del Golfo;TP;Poliambulatorio (Radiologia e Fisiokinesiterapia);Sede Operativa
TP;DIAGNOSTICA INTEGRATA DOTT F RUSSO SRL ;VIA G. MARTINO 49/B ;Alcamo;TP;Poliambulatorio (Radiodiagnostica e Medicina Nucleare);Sede Operativa
TP;DIAVERUM ITALIA SRL;VIA F. CRISPI 86;Marsala;TP;Dialisi;Sede Operativa
TP;DIAVERUM ITALIA SRL;VIA L. CENTONZE 3;Castelvetrano;TP;Dialisi;Sede Operativa
TP;DOTT ALBERTO ADRAGNA  SRL;P.ZZA SANT'AGOSTINO 12;Trapani;TP;Odontoiatria;Sede Operativa
TP;ERACLEA FISIOCENTER DI ANNA PANFALONE & C SAS;VIA RAGUSA 47;Custonaci;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;ERSEMA SRL;VIA FAVARA 2;Partanna;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;EYE CARE SYSTEM SRL;VIA G. MAZZINI 35;Castelvetrano;TP;Oculistica;Sede Operativa
TP;FISIOTERAPICA TRAPANESE DI GRECO ANGELINA & C SAS;VIA GENUARDI 10;Trapani;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;FONDAZIONE AUXILIUM CENTRO AMBULATORIO SPASTICI;VIA CAP. S. FONTANA 26;Trapani;TP;Presidi di riabilitazione funzionale di portatori disabilit‡† fisiche psichiche e sensoriali;Sede Operativa
TP;FONDAZIONE AUXILIUM VILLA NAZARET;VIA RAGOSIA 1;Valderice;TP;Centro diurno per soggetti affetti da disturbo autistico;Sede Operativa
TP;GAIA SRL;VIA DELL'ACQUEDOTTO 5/9/A;Mazara del Vallo;TP;Residenza Sanitaria Assistita;Sede Operativa
TP;GAMMA INTERLAB SCARL;VIA VESPRI  86;Partanna;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;GAMMA INTERLAB SCARL;via G. Leopardi 16;Salaparuta;TP;Medicina di laboratorio - Aggregazione;Punto Prelievo
TP;GAMMA INTERLAB SCARL;via Ugo Bassi 31 ;Santa Ninfa;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;GAMMA INTERLAB SCARL;VIA VESPRI N. 86;Partanna;TP;Medicina di laboratorio - Aggregazione;Sede Operativa
TP;GDM GRUPPO DIAGNOSTICO MEDITERRANEO SC A RL;via G. Garibaldi 56;Campobello di Mazara;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;GINNIC CLUB ALICIA SAS DI CALISTRO GIOVANNA & C;VIA E. SCIMEMI VI TRAVERSA 9;Salemi;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;GINNIC CLUB VANICO SRL;VIALE DEI TEMPLI 116 (EX S.S.115 KM. 75,200);Castelvetrano;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;HERMES SRL SERVIZI SANITARI SELINUNTINI;VIA SAPEGNO 12;Castelvetrano;TP;Radiologia;Sede Operativa
TP;ISAS ARMONIA ONLUS;VIA SALEMI 88;Trapani;TP;Presidi di riabilitazione funzionale di portatori disabilit‡† fisiche psichiche e sensoriali;Sede Operativa
TP;KINESTATIC DI PUCCIO DIEGO & C SAS;VIA PALERMO S.N.;Campobello di Mazara;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;KOALA SCARL;VIA L. MARTIGNONI N¬∞78;Vita;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;KOALA SCARL;VIA ROSOLINO PILO 111;Castelvetrano;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;KOALA SCARL;via T. Tasso 120 ;Alcamo;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;KOALA SCARL;via Scarlatti 3/5;Gibellina;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;"KOALA SCARL 
";VIA TORQUATO TASSO N. 120 ;Alcamo;TP;Medicina di laboratorio - Aggregazione;Sede Operativa
TP;LA FORZA SOCIETA' COOPERATIVA SOCIALE ;CONTRADA SASI - VIA PIERSANTI MATTARELLA;Calatafimi Segesta;TP;Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso;Sede Operativa
TP;LA SVOLTA PER LA RINASCITA;VIA V. EMANUELE II 221;Campobello di Mazara;TP;Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso;Sede Operativa
TP;LABORATORI ANALISI SALVO SRL;corso Calatafimi 8/a-c;Mazara del Vallo;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;"LABORATORI ANALISI SALVO SRL 
";CORSO CALATAFIMI N. 8/A - 8/C -;Mazara del Vallo;TP;Medicina di laboratorio - Aggregazione;Sede Operativa
TP;LABORATORIO ANALISI ABC SCIMEMI & C SNC;VIA LUCIANO MESSINA 14;Castelvetrano;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO ANALISI CLINICHE DELLA DOTTSSA DI LIBERTI ANTONIETTA & C SAS;VIA A. GRAMSCI 16-18;Mazara del Vallo;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO ANALISI CLINICHE DOTT G SICOMO SRL;VIA VILLA ROSINA 19;Trapani;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO ANALISI CLINICHE DOTTSSA LUPARELLO GIOVANNA SRL;VIA G. CESARO 6;Erice;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO ANALISI CLINICHE DR CASSISA GIUSEPPE SNC;VIA G. MAZZINI 20/22 ;Trapani;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO ANALISI CLINICHE DR MONTALTO NINFA NADIA DI TOMO ANTONINA & C SAS;P.ZZA DEL POPOLO 27 ;Marsala;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO ANALISI CLINICHE E BATTERIOLOGICHE DOTT SRE ABATE DELLA DOTTSSA BARBERA VITA & C SAS;VIA SELINUNTE 41 ;Campobello di Mazara;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO ANALISI CLINICHE FLEMING SRL;PIAZZETTA VESPRI 3;Alcamo;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO ANALISI CLINICHE SANILAB DI CLEMENTE ANNA SNC ;VIA CRISPI 67 ;Castelvetrano;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO ANALISI DOTT  F RIZZO SRL;VIA P. MATTARELLA 74 ;Trapani;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO ANALISI DOTT LOIACONO GIUSEPPINA & C SAS;VIA G. GENTILE 18;Salemi;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO ANALISI DOTT LUIGI VITALE & C SAS;VIA ARGENTERIA 1  ;Erice;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO ANALISI DOTT RM D'ANGELO & C SAS;VIA F. DE ROBERTO 32 ;Trapani;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO ANALISI DOTT VINCENZO PERAINO SRL;VIA PLAUTO 22 ;Trapani;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO ANALISI DR ZICHICHI & C SAS;VIA F. CRISPI 72/74;Paceco;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO DI ANALISI CECAP SRL;VIA VESPRI 148 ;Valderice;TP;Medicina di laboratorio;Sede Operativa
TP;LABORATORIO MEGA SAS DI LICARI VINCENZO & C ;C.DA STRASATTI 424 ;Marsala;TP;Medicina di laboratorio;Sede Operativa
TP;LAC DI BARTOLO SRL;VIA PASCASINO 63 ;Marsala;TP;Medicina di laboratorio;Sede Operativa
TP;LARIT SCARL;VIA GIOVANNI AMENDOLA 28;Paceco;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;LARIT SCARL;VIA VILLA ROSINA  31 F- 33 F;Trapani;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;LARIT SCARL;via Mazzini 22;Trapani;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;LARIT SCARL;via G. Cesar‡≤ 6;Erice;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;LARIT SCARL;via Marino Torre 132/A;Trapani;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;LARIT SCARL;via Cascio Cortese 9;Trapani;TP;Medicina di laboratorio - Aggregazione;Punto di accesso
TP;"LARIT SCARL 
"; VIA VILLA ROSINA N. 31F-33F ;Trapani;TP;Medicina di laboratorio - Aggregazione;Sede Operativa
TP;LAVORATORI AUTONOMI ANALISI CLINICHE ASSOCIATI SNC DI TILONE VINCENZA E RAGOLIA ANTONINA;VIA G.G. ADRIA 44;Mazara del Vallo;TP;Medicina di laboratorio;Sede Operativa
TP;LIFE SRL;C.SO UMBERTO I 55/A;Castellammare del Golfo;TP;Comunit‡† Terapeutica Assistita;Sede Operativa
TP;LO RE SRL DIAGNOSTICA PER IMMAGINI;VIALE AFRICA 63;Mazara del Vallo;TP;Radiologia;Sede Operativa
TP;L'OASI DI TORRETTA ASSOCIAZIONE ONLUS;C.DA CAMPANA S.P. TRE FONTANE;Campobello di Mazara;TP;Presidi di riabilitazione funzionale di portatori disabilit‡† fisiche psichiche e sensoriali;Sede Operativa
TP;L'OASI DI TORRETTA ASSOCIAZIONE ONLUS;C.DA TORRETTA GRANITOLA;Campobello di Mazara;TP;Presidi di riabilitazione funzionale di portatori disabilit‡† fisiche psichiche e sensoriali;Sede Operativa
TP;MEDICAL CENTER SRL;VIA PARTANNA 8;Trapani;TP;Dialisi;Sede Operativa
TP;MILLENNIUM CENTRO DI MEDICINA FISICA E RIABILITAZIONE SRL;VIA EMILIA 5;Salaparuta;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;MOTUS CENTER SNC;VIA DUCHESSA 8 ;Castellammare del Golfo;TP;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
TP;MULTIMEDICA TRAPANESE SRL;VIA SCOPELLO 17;Trapani;TP;Radiologia;Sede Operativa
TP;MYRHIAM RINASCITA ONLUS SOC COOP SOCIALE;C.DA FILCI BAGNITELLI 927;Salemi;TP;Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso;Sede Operativa
TP;POLISPECIALISTICA LEONE SRLS;VIA FAVARA 2;Partanna;TP;Poliambulatorio (Radiologia -Neurologia - Ostetricia e Ginecologia);Sede Operativa
