ASP;Denominazione;Indirizzo;Citta';Provincia;Attivita';Tipo sede
AG;AMBULATORIO ODONTOIATRICO DOTT TRAVERSA  LUIGI SAS;VIA MADONNA DELLE ROCCHE 2;Agrigento;AG;Odontoiatria;Sede Operativa
AG;AMBULATORIO ODONTOIATRICO DOTTSSA  SMV DI CARO SRL;VIA MICHELANGELO 12;Siculiana;AG;Odontoiatria;Sede Operativa
AG;AMBULATORIO ODONTOIATRICO DOTTSSA DI MARCO GIUSEPPINA;VIA VENEZIA 101;Cammarata;AG;Odontoiatria;Sede Operativa
AG;AMBULATORIO ODONTOIATRICO DOTTSSA EMANUELA DI VITA SAS;VIA GARIBALDI 21;Racalmuto;AG;Odontoiatria;Sede Operativa
AG;AMBULATORIO ODONTOIATRICO DOTTSSA FRAGAPANE ANGELA MARIA ;VIA NAZIONALE 27;Santa Elisabetta;AG;Odontoiatria;Sede Operativa
AG;AMBULATORIO ODONTOIATRICO DOTTSSA VITTORIA ZAGARRIO;C.SO GARIBALDI 224;Ravanusa;AG;Odontoiatria;Sede Operativa
AG;AMBULATORIO ODONTOIATRICO NOBILE DI NOBILE NOEMI & C SNC;VIA BARONE LA LOMIA 33/35;Campobello di Licata;AG;Odontoiatria;Sede Operativa
AG;AMBULATORIO ODONTOIATRICO VECCHIO ANTONIO ORALSAN SAS;VIA ROMA 89;Raffadali;AG;Odontoiatria;Sede Operativa
AG;AMBULATORIO ONDONTOIATRICO DOTT MASSIMO VENTO;VIA G. VERDI 27;Sciacca;AG;Odontoiatria;Sede Operativa
AG;AMBULATORIO OSTETRICIA E GINECOLOGIA DOTT LALOMIA  GIOACHINO;VIA CAPITANO MAIRA 45;Canicattì;AG;Ostetricia e ginecologia;Sede Operativa
AG;AMBULATORIO OSTETRICIA E GINECOLOGIA DOTTSSA ROSANO ANGELA;VIA PETRARCA 2/BIS;Agrigento;AG;Ostetricia e ginecologia;Sede Operativa
AG;ANALISI CLINICHE BIOSALUS SNC DI BOLLARA GIUSEPPINA E COGNATA CATERINA;VIA CAPPUCCINI 145;Sciacca;AG;Medicina di laboratorio;Sede Operativa
AG;ANALISI CLINICHE DOTT ACCORDINO F & LA BELLA C SNC;VIA A. VOLTA 34;Menfi;AG;Medicina di laboratorio;Sede Operativa
AG;ANALISI CLINICHE DOTT PAOLA MALATO SRL;VIA SALITA CHIESA 30;Porto Empedocle;AG;Medicina di laboratorio;Sede Operativa
AG;ANALISI CLINICHE E MICROBIOLOGICHE DI MANGIAPANE GIUSEPPA & C SAS;C.SO MATTEOTTI 7/11;Cammarata;AG;Medicina di laboratorio;Sede Operativa
AG;ANALIT SC A RL;VIA CARLO ALBERTO DALLA CHIESA 7;Casteltermini;AG;Medicina di laboratorio - Aggregazione;Punto di accesso
AG;ANALIT SC A RL;VIA REGINA MARGHERITA 71;Favara;AG;Medicina di laboratorio - Aggregazione;Punto di accesso
AG;ANALIT SC A RL;VIA REGINA MARGHERITA 71;Favara;AG;Medicina di laboratorio - Aggregazione;Sede Operativa
AG;ANALITIKON SNC - CHIMICA, CLINICA E BATTERIOLOGICA DEL DOTT G CARADONNA & C ;VIA MANTEGNA 41;Agrigento;AG;Medicina di laboratorio;Sede Operativa
AG;ANDROS MEDICAL SRL CENTRO DI FISIOTERAPIA E RIABILITAZIONE;VIA LIBERTA' N. 4;Montallegro;AG;Presidio ambulatoriali recupero riabilitazione - Ortopedia e Traumatologia;Sede Operativa
AG;ASSOCIAZIONE ABACA (ONLUS);C/da Corrice  snc;Canicattì;AG;Centro diurno per soggetti affetti da disturbo autistico;Sede Operativa
AG;ASSOCIAZIONE CASA DELLA SPERANZA DON  A GINEX - ONLUS;VIA GRAMSCI, 6;Agrigento;AG;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
AG;ASSOCIAZIONE CENTRO AMICO ONLUS;VIA LINCOLN 178;Ravanusa;AG;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
AG;ASSOCIAZIONE OASI CANA - ONLUS CENTRO SOLIDALI CON TE DI A ADORNO;VIALE GIOVANNI XXIII, 2  ;Sambuca di Sicilia;AG;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
AG;ASSOCIAZIONE PRIMAVERA ONLUS ;VIA SCALDAMOSCHE 84;Bivona;AG;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
AG;ATTANASIO DOTT SALVATORE;VIA TEN. COL. STUTO 12;Favara;AG;Pneumologia;Sede Operativa
AG;AUTOS CENTRO DIURNO PER ASSISTENZA A PERSONE AFFETTE DA DISTURBO AUTISTICO GESTITO DALLA SOCIETA ATI AEQUITAS SRLS - ASDA SRLS - ASSOCIAZIONE LA CRISALIDE;VICOLO DEL MANDORLO SN ;Menfi;AG;Centro diurno per soggetti affetti da disturbo autistico;Sede Operativa
AG;AZIENDA TERMALE FINTUR SCIACCA;;Sciacca;AG;Terme;Sede Operativa
AG;BIOECO ANALISI SRL ;VIA CAPITANO CALLEA 30;Favara;AG;Medicina di laboratorio;Sede Operativa
AG;BIOS - MEDIC SRL;VIA NUOVO COMPARTO 56 LOTTI 10/11;Agrigento;AG;Dialisi;Sede Operativa
AG;BIOTECHNOLOGIES SOCIETA' CONSORTILE A RL;VIA G. PASCOLI 18;San Giovanni Gemini;AG;Medicina di laboratorio - Aggregazione;Punto di accesso
AG;BIOTECHNOLOGIES SOCIETA' CONSORTILE A RL;VIA G. PASCOLI 18;San Giovanni Gemini;AG;Medicina di laboratorio - Aggregazione;Sede Operativa
AG;CACIOPPO DOTT SERGIO & C SAS;P.ZZA VITTORIO EMANUELE 7;Menfi;AG;Cardiologia;Sede Operativa
AG;CAD SRL;VIA SIRACUSA 2;Siculiana;AG;Medicina di laboratorio;Sede Operativa
AG;CAPP COOPERATIVA SOCIALE ;VIA ORTOLANI, 4  ;Agrigento;AG;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
AG;CASA DI CURA I ATTARDI ;VIA NAZIONALE 16;Santo Stefano Quisquina;AG;Casa di cura;Sede Operativa
AG;CASA DI CURA SANTA MARIA DEL GIGLIO SRL DI ATRIA ANDREA;VIA DEL GIGLIO 190  ;Sciacca;AG;Comunità  Terapeutica Assistita;Sede Operativa
AG;CASA DI CURA SANT'ANNA;VIA PORTA AUREA SNC;Agrigento;AG;Casa di cura;Sede Operativa
AG;CASA DI CURA SANT'ANNA ;VIA PORTA AUREA SNC;Agrigento;AG;Attività  ambulatoriale case di cura private;Sede Operativa
AG;CEDIM SRL (CENTRO DIAGNOSTICA PER IMMAGINI);V.LE REGINA MARGHERITA 47;Canicattì;AG;Radiologia;Sede Operativa
AG;CENTRO  ANALISI CLINICHE BIOLOGICHE PIAZZA E CIACCIO  & C SNC;VIA L. STURZO 18;Sciacca;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO  BIOS SRL  ANALISI CHIMICO CLINICHE DOTT  PAOLO TORTORICI;VIA GARIBALDI 10;Ribera;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO  ODONTOIATRICO DOTTSSA SARA L DI MARIA SAS;VIA DELLEGARNETTE 12;Sciacca;AG;Odontoiatria;Sede Operativa
AG;CENTRO AMBULATORIALE DI EMODIALISI AURORA SRL;VIA PIERSANTI MATTARELLA 87;Agrigento;AG;Dialisi;Sede Operativa
AG;CENTRO ANALISI  OLTREPONTE DRSSA GIOVANNA VINCENTI;VIA IPPOLITO NIEVO 2;Licata;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO ANALISI CLINICHE BIOLOGICHE CAM SRL;VIA BARONE CELSA 10/12;Agrigento;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO ANALISI CLINICHE BIOTRE SRL;VIA OLIVETO 63;Ribera;AG;Medicina di laboratorio - Aggregazione;Punto di accesso
AG;CENTRO ANALISI CLINICHE BIOTRE SRL;VIA RUGGERO NORMANNO 146 ;Ribera;AG;Medicina di laboratorio - Aggregazione;Punto di accesso
AG;CENTRO ANALISI CLINICHE BIOTRE SRL;CORSO F. CRISPI 25/27;Ribera;AG;Medicina di laboratorio - Aggregazione;Punto di accesso
AG;CENTRO ANALISI CLINICHE BIOTRE SRL;VIA TERRITO 16;Ribera;AG;Medicina di laboratorio - Aggregazione;Sede Operativa
AG;CENTRO ANALISI CLINICHE DI GAGLIANO GIUSEPPE SAS;VIA MARTORANA 2;Cianciana;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO ANALISI CLINICHE GUCCIONE SRL;VIA FRANCIA 4;Canicattì;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO ANALISI CLINICHE MARCHESE RAGONA SRL;VIA 1Â° MAGGIO 5;Castrofilippo;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO ANALISI CLINICHE SRL ;VIA MULINO 4;Favara;AG;Medicina di laboratorio;Sede Operativa
AG;"CENTRO ANALISI DARWIN SRL
DI DOTTSSA ANTONELLA LICATA";VIA PAPA LUCIANI 17/19;Favara;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO ANALISI MOSE' SRL DI TRUPIA AURELIO;VIA LOMBARDIA 58;Agrigento;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO BIOTERAPICO SRL;VIA MARTIRI XVI MARZO 1;Ravanusa;AG;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
AG;CENTRO CARDIOVASCOLARE DEL DOTTOR SERGIO LICATA & C SAS;VIA DANTE 17;Licata;AG;Cardiologia;Sede Operativa
AG;CENTRO CLINICO LAMPEDUSA SRL ;VIA GRECALE 22;Lampedusa e Linosa;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO DENTISTICO DI ZARBO BALDASSARE & C SAS;VIA B. BARTOLOMEO RIOLO 20;Naro;AG;Odontoiatria;Sede Operativa
AG;CENTRO DERMATOLOGICO DOTT CRISTOFORO PIACENTI & C SAS;P.ZZA LINARES 8;Licata;AG;Dermatologia;Sede Operativa
AG;CENTRO DERMATOLOGICO DOTTOR CARMELO SGARITO & C SAS;VIA F. CRISPI 146;Agrigento;AG;Dermatologia;Sede Operativa
AG;CENTRO DI BIODIAGNOSTICA DR GAETANO DI NATALE;VIA P GERARDI 116;Sciacca;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO DI DIAGNOSTICA PER IMMAGINI SRL DOTT VINCENZO FRANGIAMORE;VIA LAURICELLA 9;Agrigento;AG;Radiologia;Sede Operativa
AG;CENTRO DI EDUCAZIONE PSICOMOTORIA SRL;VIA MODIGLIANI 45;Sciacca;AG;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
AG;CENTRO DI FISIOKINESITERAPIA ELIOS SOC COOP;VIA RAGAZZI DEL 99 N. 72;Agrigento;AG;Poliambulatorio;Sede Operativa
AG;CENTRO DI FISIOTERAPIA SCIACCA SRL;VIA VETRAI 7/9;Ribera;AG;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
AG;CENTRO DI MEDICINA E RADIOLOGIA SRL DI DOTT MARCELLO PALAZZOTTO;VIA OVIDIO 14;Sciacca;AG;Radiologia;Sede Operativa
AG;CENTRO DI MEDICINA POLISPECIALISTICA SRL ;VIA GIROLAMO GUASTO 19;Sambuca di Sicilia;AG;Ortopedia e Traumatologia;Sede Operativa
AG;CENTRO DI ORTOPEDIA E FISIOTERAPIA DEL PROF MANGIARACINA AGOSTINO SRL;VIA MADONNA DELLA ROCCA 18/20;Sciacca;AG;Presidio ambulatoriali recupero riabilitazione - Ortopedia e Traumatologia;Sede Operativa
AG;CENTRO DI RADIOLOGIA MEDICA SRL DI PIAZZA VITA;VIA E. AMARI 2/H;Agrigento;AG;Radiologia;Sede Operativa
AG;CENTRO DI RIABILITAZIONE DI CRAPARO AGOSTINO E C. S.N.C;Via TREVES 20;Favara;AG;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
AG;CENTRO DI RIABILITAZIONE FISICA ARTROSAN SRL;C.SO UMBERTO 550;Santa Elisabetta;AG;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
AG;CENTRO DIAGNOSTICA PER IMMAGINI DOTT ALFONSO LO ZITO SRL;V.LE DELLA VITTORIA 271/BIS;Agrigento;AG;Radiologia;Sede Operativa
AG;CENTRO DIAGNOSTICO DOTTSSA ALONGI DEL DOTT DI BETTA GIUSEPPE & C SAS;VIA ROMA 92/93;Aragona;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO DIALISI SAN GIOVANNI SRL;VIA GELA 219;Licata;AG;Dialisi;Sede Operativa
AG;CENTRO DONNA GEORGE SAND ONLUS;VIA MONTEVAGO 8;Favara;AG;Consultorio;Sede Operativa
AG;CENTRO EMODIAGNOSTICO ANALISI CLINICHE SANTI BIVONA SRLS;VIA DELLA VITTORIA 240;Agrigento;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO EMODIALISI IPPOCRATE SRL;VIA LOMBARDIA 70 (VILL. MOS;Agrigento;AG;Dialisi;Sede Operativa
AG;CENTRO FISIOMON SAS DI SALVAGGIO MARGHERITA & C;VIA COMANDANTE POWER 2;Montevago;AG;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
AG;CENTRO FISIOTERAPICO EMPEDOCLE SRL ;VIA CASCINA SNC;Porto Empedocle;AG;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
AG;CENTRO MED DI FKT ESCULAPIO SRL UNIPERSONALE;P.ZZA REGINA MARGHERITA 11;Palma di Montechiaro;AG;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
AG;CENTRO MEDICO BENESSERE SRL DI LO PRESTI A GIUSEPPE;VIA MATTEOTTI 3;Siculiana;AG;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
AG;CENTRO MEDICO DENTISTICO DI FALZONE SALVATORE & C SAS;VIA CANNAROZZO 10;Licata;AG;Odontoiatria;Sede Operativa
AG;CENTRO MEDICO DENTISTICO DOTT CAPONCELLO LAURICELLA SAS;VIA FRANCIA 46;Canicattì;AG;Odontoiatria;Sede Operativa
AG;CENTRO MEDICO DIAGNOSTICO EMPEDOCLE SRL DOTT GIUSEPPE TAGLIARINI;VIA XXIV MAGGIO 3;Porto Empedocle;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO MEDICO ODONTOIATRICO ARADENT SRL;VIA PETRUSELLA 57;Aragona;AG;Odontoiatria;Sede Operativa
AG;CENTRO ODONTOIATRICO DI SPAGNOLO VITO SAS;CORSO VITTORIO EMANUELE 87;Montallegro;AG;Odontoiatria;Sede Operativa
AG;CENTRO ODONTOIATRICO DI SPAGNOLO VITO SAS;VIALE DELLA VITTORIA 2;Sciacca;AG;Odontoiatria;Sede Operativa
AG;CENTRO ODONTOIATRICO DOTT.SSA CARCIOTTO GIUSEPPA MARIA & C SAS;VIA CLEMENTE CIGNO 10;Siculiana;AG;Odontoiatria;Sede Operativa
AG;CENTRO ODONTOSTOMATOLOGICO CASTELLINO SRL;VIA GUSTAVO CHIESI 15;Agrigento;AG;Odontoiatria;Sede Operativa
AG;CENTRO ODONTOSTOMATOLOGICO SAS DI ZAFFUTO EDOARDO & C;VIA EMPEDOCLE 111;Agrigento;AG;Odontoiatria;Sede Operativa
AG;CENTRO POLIAMBULATORIALE CAF SRL;VIA CANGIAMILA 855;Palma di Montechiaro;AG;Odontoiatria;Sede Operativa
AG;CENTRO POLIDIAGNOSTICO E TERAPEUTICO SACCENSE SRL;VIA G. LICATA 16;Sciacca;AG;Medicina di laboratorio;Sede Operativa
AG;CENTRO POLIDIAGNOSTICO NUCERA SRL;V.LE PIRANDELLO 24;Palma di Montechiaro;AG;Radiologia;Sede Operativa
AG;CENTRO POLIDIAGNOSTICO SRL ;VIA CALABRIA 23;Canicattì;AG;Radiologia e Tac;Sede Operativa
AG;CENTRO POLIDIAGNOSTICO SRL DI GABRIELLA SAETTA;VIA CALABRIA 23;Canicattì;AG;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
AG;CENTRO POLIDIAGNOSTICO SRL DI VULLO FRANCESCO;VIA PISA 1/A;Raffadali;AG;Radiologia;Sede Operativa
AG;CENTRO POLISPECIALISTICO FKT BENESSERE SRL;VIA PROF. LEONARDI 149;Cattolica Eraclea;AG;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
AG;CENTRO RADIOLOGIA DIAGNOSTICA  DI FRANCESCO TAGLIAVIA & C SRL;VIA VERONA 7;Sciacca;AG;Radiologia e  Angiologia;Sede Operativa
AG;CENTRO RADIOLOGIA DIAGNOSTICA  DI FRANCESCO TAGLIAVIA & C SRL;VIA GARIBALDI 108;Ribera;AG;Radiologia;Sede Operativa
AG;CENTRO RADIOLOGICO DI DIAGNOSI PER IMMAGINI DOTT DI BARTOLO ZUCCARELLO V & C SNC;VIA EMPEDOCLE 75;Agrigento;AG;Radiologia;Sede Operativa
AG;CENTRO VOJTA SRL;S.S. 118 C.DA BUAGIMI 2;Raffadali;AG;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
AG;CIF CENTRO ITALIANO FEMMINILE;VIA EMPEDOCLE 85;Agrigento;AG;Consultorio;Sede Operativa
AG;CINA' DOTT ANTONIO;VIA GIOENI 30;Agrigento;AG;Otorinolaringoiatria;Sede Operativa
AG;CINQUEMANI DOTTSSA CARMELA OCULISTA SAS;VIA UMBERTO 107;Favara;AG;Oculistica;Sede Operativa
AG;COMUNITA' DELLA SPERANZA ONLUS - ISTITUTO MEDICO PSICO PEDAGOGICO FISICO TERAPEUTICO;VIA CRISTOFORO COLOMBO ;Agrigento;AG;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
AG;CONO E BASTONCELLO SRL;CORSO UMBERTO I 28;Santa Elisabetta;AG;Oculistica;Sede Operativa
AG;CONSORZIO DI COOPERATIVE SOCIALI A RL SISIFO ;VIA PIERSANTI MATTARELLA 315/B;Agrigento;AG;Assistenza domiciliare persone in fase terminale;Sede Operativa
AG;CTS - CENTRO TERAPIA E STUDI - ISTITUTO MEDICO PSICO PEDAGOGICO ONLUS DI FERLISI GIOACCHINO;VIA BERTANI, S.N. ;Canicattì;AG;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
AG;DENTAL CENTER SAS  DI CELAURO LORENZO ;VIA ARNO 6;Realmonte;AG;Odontoiatria;Sede Operativa
AG;DENTAL CLINIC SRL;VIA PIACENZA 7;Sciacca;AG;Odontoiatria;Sede Operativa
AG;DENTALFER DI GIUSEPPE FERRANTELLI & C  SAS ;VIA NAZIONALE 2;Burgio;AG;Odontoiatria;Sede Operativa
AG;DIAGNOSTICA CARDIO VASCOLARE DEL DOTT BOSCHETTI E C SAS;VIA DELLO SPORT 2/E;Porto Empedocle;AG;Cardiologia;Sede Operativa
AG;DIAGNOSTICA DR TILOCCA SRL;CORSO ROMA 42;Licata;AG;Medicina di laboratorio - Aggregazione;Punto di accesso
AG;DIAGNOSTICA MEDICA RESTIVO SC A RL (DIAMED SCRL);VIA REGINA ELENA 46 ;Canicattì;AG;Medicina di laboratorio - Aggregazione;Punto di accesso
AG;DIAGNOSTICA MEDICA RESTIVO SC A RL (DIAMED SCRL);VIA CICERONE 43/45/47;Agrigento;AG;Medicina di laboratorio - Aggregazione;Punto di accesso
AG;DIAGNOSTICA MEDICA RESTIVO SC A RL (DIAMED SCRL);VIA REGINA ELENA 46;Canicattì;AG;Medicina di laboratorio - Aggregazione;Sede Operativa
AG;DIAVERUM ITALIA SRL;VIA ROMA 63;Ribera;AG;Dialisi;Sede Operativa
AG;DIAVERUM ITALIA SRL;VIA EINAUDI;Sciacca;AG;Dialisi;Sede Operativa
AG;DICOOP S C;VIA DANTE 89/91/93;Alessandria della Rocca;AG;Odontoiatria;Sede Operativa
AG;DOTT  LO GRECO SALVATORE  AMBULATORIO ODONTOIATRICO;VIA IV NOVEMBRE 176;Palma di Montechiaro;AG;Odontoiatria;Sede Operativa
AG;DOTT  SORCE ROSARIO & C SAS;CORTILE MULE'  9;Favara;AG;Oculistica;Sede Operativa
AG;DOTT ABATE SOCIETA' COOPERATIVA ;VIA SANTA CHIARA 10;Bivona;AG;Radiologia;Sede Operativa
AG;DOTT AGNELLO ANTONIO SAS;VIA VERDI 10;Grotte;AG;Odontoiatria;Sede Operativa
AG;DOTT ANTONIO SCIUME';C.SO GARIBALDI 46;Grotte;AG;Dermatologia;Sede Operativa
AG;DOTT BURRUANO LUIGI;V.LE HAMILTON 23;Racalmuto;AG;Odontoiatria;Sede Operativa
AG;DOTT CALCULLO CALOGERO;VIA CALLICRATIDE 13;Agrigento;AG;Cardiologia;Sede Operativa
AG;DOTT GIUSEPPE PELLITTERI & C STUDIO ORL SAS;VIA G. VERDI 12;Casteltermini;AG;Otorinolaringoiatria;Sede Operativa
AG;DOTT RENDA - RISONANZA MAGNETICA - RADIOLOGIA MEDICA SRL (IN FORMA ABBREVIATA: DOTT RENDA SRL);VIA IMERA 149;Agrigento;AG;Radiologia;Sede Operativa
AG;DOTT SCALZO ALDO;VIA GIOVANNI XXIII ;Aragona;AG;Odontoiatria;Sede Operativa
AG;DOTT SFERRAZZA COSTANTINO;VIA CAPITANO MAIRA 15;Canicattì;AG;Otorinolaringoiatria;Sede Operativa
AG;DOTT TAMBURELLO CALOGERO;VIA GARIBALDI 2/F;Ribera;AG;Otorinolaringoiatria;Sede Operativa
AG;DOTTOR MARCO NIPO SAS DI NIPO TARSIA & C;VIA VITT. EMANUELE 22;Favara;AG;Otorinolaringoiatria;Sede Operativa
AG;DOTTSSA ALBA GIOVANNA & C SAS ;CORTILE COPERNICO 40;Favara;AG;Odontoiatria;Sede Operativa
AG;DOTTSSA BURGIO ONOFRIA ORNELLA  ;VIA A. DE GASPERI 22/A;Casteltermini;AG;Odontoiatria;Sede Operativa
AG;DOTTSSA GIUSEPPINA TUTTOLOMONDO;VIA MARCONI 42;Raffadali;AG;Oculistica;Sede Operativa
AG;FISIOGLOBAL SRL;VIA DESSIE' 13;Licata;AG;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
AG;FISIOTERAPIA SRL;VIA F. INGRAO 47;Grotte;AG;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
