ASP;Denominazione;Indirizzo;Citta';Provincia;Attivita';Tipo sede
PA;AMBULATORIO ODONTOIATRICO DI DOTT MALTESE VINCENZO & C SAS;VIA DON PINO PUGLISI 214 A/B;Belmonte Mezzagno;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ODONTOIATRICO DI DRAGO DOTT FRANCESCO SALVATORE & C SNC;VIA PIRANDELLO 1;Palermo;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ODONTOIATRICO DOTT CALIA SAS DI CALIA FRANCESCO & C;VIA CRISPI 83;Campofiorito;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ODONTOIATRICO DOTT CARRILLO MARIA GRAZIA;VIA RESUTTANA 352;Palermo;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ODONTOIATRICO DOTT CESARE GENOVA SRL;C.SO GARIBALDI 125;Carini;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ODONTOIATRICO DOTT GIUSEPPE GARAFFA & C SAS;P.ZZA VITT. EMANUELE ORLANDO 6;Palermo;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ODONTOIATRICO DOTT LO VOI ANTONIO;VIA DECANO DI VINCENTI 3;Bisacquino;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ODONTOIATRICO DOTT SALVATORE VALERIO;VIA VENERO 109;Monreale;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ODONTOIATRICO DOTT SERRADIFALCO ANGELO;VIA LIBERTA' 67/A;Prizzi;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ODONTOIATRICO DOTTORATO SAS DELLA DOTTSSA DOTTORATO CATERINA;VIA MAURICI 14/16;Villafrati;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ODONTOIATRICO DOTTSSA MARILINA GANDOLFO;C.SO CALATAFIMI 202;Palermo;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ODONTOIATRICO DOTTSSA NUTRICATO MARIA GRAZIA & C SAS;VIA LIBERTA 7;Petralia Sottana;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ODONTOIATRICO DOTTSSA PATRIZIA MOTISI;P.ZZA CASTELNUOVO 26;Palermo;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ODONTOIATRICO DR PINO ARMENIO;VIA SANT'ANNA 68;Carini;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ODONTOIATRICO DR VINCENZO  DI VITA & C SAS;CORSO UMBERTO 286;Cinisi;PA;Odontoiatria;Sede Operativa
PA;AMBULATORIO ORL DEL DOTT GIUSEPPE BORSELLINO SAS;VIA RESUTTANA 352 B;Palermo;PA;Otorinolaringoiatria;Sede Operativa
PA;AMICA  DENTAL SRL AMBULATORIO ODONTOIATRICO;VIA D. TRENTACOSTE 56;Palermo;PA;Odontoiatria;Sede Operativa
PA;ANALISI BIOLOGICHE E RADIOIMMOLOGICHE DOTT C VENZA SRL CON PUNTO PRELIEVO IN BALESTRATE - VIA C COLOMBO 46/48;VIA CRISTOFORO COLOMBO 46/48;Balestrate;PA;Medicina di laboratorio;Punto Prelievo
PA;ANALISI BIOLOGICHE E RADIOIMMOLOGICHE DOTT C VENZA SRL CON PUNTO PRELIEVO IN BALESTRATE - VIA C COLOMBO 46/48;P.ZZA SANTOCANALE 4;Cinisi;PA;Medicina di laboratorio;Sede Operativa
PA;ANALISI BIOLOGICHE E RADIOIMMUNOLOGICHE DOTT C VENZA SRL;VIA ARCHIMEDE 19/21/23;Terrasini;PA;Medicina di laboratorio;Sede Operativa
PA;ANALISI CLINICHE DEL DR SALEMI VINCENZO & C SAS;VIA DELL'ORSA MAGGIORE 122;Palermo;PA;Medicina di laboratorio;Sede Operativa
PA;ANALISI CLINICHE DOTT A PANTANO DMP SRL;VIA CAVOUR 8-8/A;Casteldaccia;PA;Medicina di laboratorio;Sede Operativa
PA;ANGIOMEDICA SRL;VIA RUGGERO SETTIMO 55;Palermo;PA;Cardiologia;Sede Operativa
PA;ANTOFIN SRL FLORIO;VIA V. ERRANTE 54 sede operativa e sede legal;Palermo;PA;Comunità  Terapeutica Assistita;Sede Operativa
PA;ARA ASSOCIAZIONE RIABILITAZIONE ASSISTENZA;CORSO CALATAFIMI 896/E;Palermo;PA;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
PA;ARCHIMED SRL;S.S.113 KM 282.400;Carini;PA;Dialisi;Sede Operativa
PA;ARESS FABIOLA ONLUS;VIA MOLA SNC;Termini Imerese;PA;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
PA;ARTIFICIAL KIDNEY CENTER SRL;VIA leonardo da vinci 305/307/309;Palermo;PA;Dialisi;Sede Operativa
PA;ASS LEGA DEL FILO D'ORO ONLUS;VIA S. CIMINO;Termini Imerese;PA;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
PA;ASS SUOR ROSINA LA GRUA;C.DA VINZERIA SN;Castelbuono;PA;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
PA;ASSOCIAZIONE BUON PASTORE ONLUS;VIA RISERVA REALE 7;Palermo;PA;Residenza Sanitaria Assistita;Sede Operativa
PA;ASSOCIAZIONE CASA DEI GIOVANI;VIA MATTARELLA 55;Bagheria;PA;Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso;Sede Operativa
PA;ASSOCIAZIONE CASA DEI GIOVANI;VIA RANTERIA 20;Bagheria;PA;Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso;Sede Operativa
PA;ASSOCIAZIONE CASA DEI GIOVANI;VIA LIBERTA' 155/A;Palermo;PA;Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso;Sede Operativa
PA;ASSOCIAZIONE GENITORI SOGGETTI AUTISTICI SOLIDALI AGSAS ONLUS;VIA DON ORIONE 18/A;Palermo;PA;Centro diurno per soggetti affetti da disturbo autistico;Sede Operativa
PA;ASSOCIAZIONE PADRE PIO ONLUS;VIA MONTEPELLEGRINO 163;Palermo;PA;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
PA;ASSOCIAZIONE PRIMAVERA ONLUS;VIA A. BORRELLI 4;Palermo;PA;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
PA;ATM SRL;VIA BAGNERA 14;Bagheria;PA;Radioterapia;Sede Operativa
PA;BATTAGLINO MARIA GRAZIA & C SAS;VIA DUCA DEGLI ABRUZZI 32/34;Lercara Friddi;PA;Medicina di laboratorio;Sede Operativa
PA;BETA SRL;VIA G. RENI 10-14-16;Partinico;PA;Radiologia;Sede Operativa
PA;BIOANALISI CENTER DI MAZZARA MICHELE E SCHILLACI ADRIANA SNC;VIA TRINACRIA 28;Palermo;PA;Medicina di laboratorio;Sede Operativa
PA;BIODENT SRL;VIA G. PUCCINI 70;Palermo;PA;Odontoiatria;Sede Operativa
PA;BIODIAGNOSTICA DI A LIBERATORE & C SAS;VIA MARIO VACCARO 4;Palermo;PA;Medicina di laboratorio;Sede Operativa
PA;BIODIAGNOSTICA LP DEL DOTT G D  LAURENZANO SAS;VIA R. LORIA 70;Palermo;PA;Medicina di laboratorio;Sede Operativa
PA;BRONZINO DR VINCENZO - AMBULATORIO DI CARDIOLOGIA;C.SO CALATAFIMI 977;Palermo;PA;Cardiologia;Sede Operativa
PA;CALDERONE & CALDERONE SNC DI PISCITELLO CONCETTA  & C ;VIA ROMA 386;Palermo;PA;Ortopedia;Sede Operativa
PA;CAPP COOPERATIVA SOCIALE;VIA M.SE DI VILLABIANCA 120;Palermo;PA;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
PA;CAPPELLINO & CAPPELLINO SNC DEL DOTT CAPPELLINO GAETANO & C;VIA ROMA 386;Palermo;PA;Radiologia;Sede Operativa
PA;CARDIOLAB SRL;VIA AMMIRAGLIO RIZZO 72/A;Palermo;PA;Cardiologia;Sede Operativa
PA;CASA DI CURA  MARIA ELEONORA HOSPITAL;VIALE REGIONE SICILIANA 1571;Palermo;PA;Casa di cura;Sede Operativa
PA;CASA DI CURA  SERENA ;V.LE REGIONE SICILIANA 1470;Palermo;PA;Attività  ambulatoriale case di cura private;Sede Operativa
PA;CASA DI CURA  SERENA ;V.LE REGIONE SICILIANA 1470;Palermo;PA;Casa di cura;Sede Operativa
PA;CASA DI CURA CANDELA ;VIA VILLAREALE 54 ;Palermo;PA;Procreazione Medicalmente Assistita;Sede Operativa
PA;CASA DI CURA CANDELA ;Via Villareale 54;Palermo;PA;Attività  ambulatoriale case di cura private;Sede Operativa
PA;CASA DI CURA CANDELA ;VIA VILLAREALE 54 ;Palermo;PA;Casa di cura;Sede Operativa
PA;CASA DI CURA COSENTINO;CORSO DEI MILLE 56;Palermo;PA;Casa di cura;Sede Operativa
PA;CASA DI CURA IGEA ;VIA ROMA 195;Partinico;PA;Attività  ambulatoriale case di cura private;Sede Operativa
PA;CASA DI CURA IGEA ;VIA ROMA 195;Partinico;PA;Casa di cura;Sede Operativa
PA;CASA DI CURA LA MADDALENA;VIA S.LORENZO COLLI 312/D;Palermo;PA;Attività  ambulatoriale case di cura private;Sede Operativa
PA;CASA DI CURA LA MADDALENA;VIA S.LORENZO COLLI 312/D;Palermo;PA;Casa di cura;Sede Operativa
PA;"CASA DI CURA LATTERI 
";VIA CORDOVA 64;Palermo;PA;Casa di cura;Sede Operativa
PA;CASA DI CURA MACCHIARELLA ;V.LE REGINA MARGHERITA 25;Palermo;PA;Attività  ambulatoriale case di cura private;Sede Operativa
PA;CASA DI CURA MACCHIARELLA ;VIALE REGINA MARGHERITA 25;Palermo;PA;Casa di cura;Sede Operativa
PA;CASA DI CURA NOTO PASQUALINO ;VIA DANTE 330;Palermo;PA;Casa di cura;Sede Operativa
PA;CASA DI CURA TORINA ;VIA SPALLITTA 18;Palermo;PA;Casa di cura;Sede Operativa
PA;CASA DI CURA TORINA ;VIA SPALLITTA 8;Palermo;PA;Attività  ambulatoriale case di cura private;Sede Operativa
PA;CASA DI CURA TRIOLO-ZANCLA;P.ZZA FONDERIA 23;Palermo;PA;Attività  ambulatoriale case di cura private;Sede Operativa
PA;CASA DI CURA TRIOLO-ZANCLA;PIAZZA FONDERIA 23;Palermo;PA;Casa di cura;Sede Operativa
PA;CASA DI CURA VILLA MARGHERITA ;VIA M.SE DI  VILLABIANCA 6;Palermo;PA;Attività  ambulatoriale case di cura private;Sede Operativa
PA;CASA DI CURA VILLA MARGHERITA ;VIA M.SE DI  VILLABIANCA 6;Palermo;PA;Casa di cura;Sede Operativa
PA;CASA DI CURA VLLA SERENA ;VIALE REGIONE SICILIANA 1470;Palermo;PA;Radiologia;Sede Operativa
PA;CASA DI CURE ORESTANO ;VIA D'ASARO 48;Palermo;PA;Attività  ambulatoriale case di cura private;Sede Operativa
PA;CASA DI CURE ORESTANO ;VIA D'ASARO 48;Palermo;PA;Casa di cura;Sede Operativa
PA;CASA FAMIGLIA ROSETTA ONLUS - PG PUGLISI ;VIA LIBERTA' 46;Partinico;PA;Casa Alloggio per Malati di Aids;Sede Operativa
PA;CENTRO ANALISI CLINICHE BATTERIOLOGICHE IMMUNOLOGICHE - RADIOIMMUNOLOGICHE VALENTINO SRL;P.ZZA GIULIO CESARE 44;Palermo;PA;Medicina di laboratorio;Sede Operativa
PA;CENTRO ANALISI CLINICHE DEI DOTTRI G M GIORDANO E S SANTINO SNC;SALITA S. CRISTOFORO 9;Monreale;PA;Medicina di laboratorio;Sede Operativa
PA;CENTRO ANALISI CLINICHE DI LA LIA G & C SAS;VIA TRAINA 18;Misilmeri;PA;Medicina di laboratorio;Sede Operativa
PA;CENTRO ANALISI CLINICHE DOTTSSA BUTERA DOROTEA MARIA E C SNC;VIA DANTE PROLUNGAMENTO N.115;Bagheria;PA;Medicina di laboratorio;Sede Operativa
PA;CENTRO ANALISI CLINICHE MADONIE SCARL;via Principe Umberto 5/bis;Castelbuono;PA;Medicina di laboratorio - Aggregazione;Punto di accesso
PA;CENTRO ANALISI CLINICHE MADONIE SCARL;via Gramsci 39;Cefalù;PA;Medicina di laboratorio - Aggregazione;Punto di accesso
PA;CENTRO ANALISI CLINICHE MADONIE SCARL; VIA GRAMSCI N. 39-43 ;Cefalù;PA;Medicina di laboratorio - Aggregazione;Sede Operativa
PA;CENTRO ANALISI CLINICHE S ROSALIA DELLA DOTTSSA MAIORANA GIUSEPPA & C SNC;VIA MONTEGRAPPA 118;Palermo;PA;Medicina di laboratorio;Sede Operativa
PA;CENTRO ANALISI CLINICHE SNC DI MENDOLA GAETANO GIUSEPPE & MILLONZI ANGELO SNC;VIA DE GASPERI 3;Campofelice di Roccella;PA;Medicina di laboratorio;Sede Operativa
PA;CENTRO ANALISI CLINICHE VALLEDOLMO;VIA CADORNA 54;Valledolmo;PA;Medicina di laboratorio;Sede Operativa
PA;CENTRO ANALISI E DIAGNOSTICA CLINICA SRL;VIA ORETO NUOVA 440/A;Palermo;PA;Medicina di laboratorio;Sede Operativa
PA;CENTRO ANDROS ;VIA AUSONIA 43/45;Palermo;PA;Day Surgery autonomo;Sede Operativa
PA;CENTRO ANDROS ;VIA AUSONIA 43/45;Palermo;PA;Procreazione Medicalmente Assistita;Sede Operativa
PA;CENTRO BIOMEDICO SCARL;piazza S. Elia 16;Caccamo;PA;Medicina di laboratorio - Aggregazione;Punto di accesso
PA;CENTRO BIOMEDICO SCARL;corso Umberto I 23;Prizzi;PA;Medicina di laboratorio - Aggregazione;Punto di accesso
PA;CENTRO BIOMEDICO SCARL;via della Regione 3;Partinico;PA;Medicina di laboratorio - Aggregazione;Punto di accesso
PA;CENTRO BIOMEDICO SCARL;via Piave 36;Altavilla Milicia;PA;Medicina di laboratorio - Aggregazione;Punto di accesso
PA;CENTRO BIOMEDICO SCARL;via De Gasperi 53;Palermo;PA;Medicina di laboratorio - Aggregazione;Punto di accesso
PA;CENTRO BIOMEDICO SCARL;VIA DE GASPERI 53/67;Palermo;PA;Endocrinologia;Sede Operativa
PA;CENTRO BIOMEDICO SCARL ;VIA A. DE GASPERI N. 53/67;Palermo;PA;Medicina di laboratorio - Aggregazione;Sede Operativa
PA;CENTRO BIOMEDICO SCARL ;VIA ALCIDE DE  GASPERI 53/67;Palermo;PA;Dermatologia;Sede Operativa
PA;CENTRO CLINICO DERMO-COSMETOLOGICO SAS DI COSTA ANTONINA;VIA DOMENICO COSTANTINO 17;Palermo;PA;Dermatologia;Sede Operativa
PA;CENTRO CLINICO DIAGNOSTICO SAN MARTINO SRL;P.ZZA PIETRO MICCA N. 6;Palermo;PA;Medicina di laboratorio;Sede Operativa
PA;CENTRO DERMATOLOGICO LISTRO SRL ; VIA MAMMANA 88;Palermo;PA;Dermatologia;Sede Operativa
PA;CENTRO DI BIOLOGIA DELLA RIPRODUZIONE  ;VIA VILLAREALE 54 ;Palermo;PA;Procreazione Medicalmente Assistita;Sede Operativa
PA;CENTRO DI FISIOKINESITERAPIA AVANZATA SRL;CORSO UMBERTO E MARGHERITA N 16;Termini Imerese;PA;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
PA;CENTRO DI FISIOKINESITERAPIA EMMOLA SRL;P.ZZA P.PE CAMPOREALE 27;Palermo;PA;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
PA;CENTRO DI FISIOTERAPIA SPAZIO VITALE SRL;VIA PROVINCIALE 46 PIOPPO;Monreale;PA;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
PA;CENTRO DI MEDICINA NUCLEARE S GAETANO SRL;SS 113 KM 246;Bagheria;PA;Medicina nucleare;Sede Operativa
PA;CENTRO DI MEDICINA NUCLEARE S.R.L.;VIA AGRIGENTO 5;Palermo;PA;Medicina nucleare;Sede Operativa
PA;CENTRO DI NEFROLOGIA E DIALISI SRL;VIA INGEGNEROS 106;Palermo;PA;Dialisi;Sede Operativa
PA;CENTRO DI RADIODIAGNOSTICA SRL;VIA CUSMANO 10;Palermo;PA;Radiologia;Sede Operativa
PA;CENTRO DI RADIOLOGIA MEDICA SRL;Via Tommaso Marcellini 61/A;Palermo;PA;Radiologia;Sede Operativa
PA;CENTRO DI RADIOLOGIA SRL;VIA B. MATTARELLA 30;Bagheria;PA;Radiologia;Sede Operativa
PA;CENTRO DIACONALE LA NOCE ISTITUTO VALDESE;VIA G. E. DI BLASI 12;Palermo;PA;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
PA;CENTRO DIAGNOSTICA PER IMMAGINI SRL;C.SO ITALIA 158/160;Carini;PA;Radiologia;Sede Operativa
PA;CENTRO DIAGNOSTICO - ASSOCIAZIONE TRA PROFESSIONISTI;PIAZZA S.FRANCESCO ;Ficarazzi;PA;Medicina di laboratorio;Sede Operativa
PA;CENTRO DIAGNOSTICO ANALISI CLINICHE DI STABILE ROCCO & C SAS;C.SO BUTERA 571;Bagheria;PA;Medicina di laboratorio;Sede Operativa
PA;CENTRO DIAGNOSTICO CLINICO EMATOLOGICO SPEM DI FIASCONARO CONCETTA & C SNC;VIA VITT. EMANUELE 91;Castelbuono;PA;Medicina di laboratorio;Sede Operativa
PA;CENTRO EMODIALITICO MERIDIONALE SRL;VIA GEN. CANTORE 21;Palermo;PA;Dialisi;Sede Operativa
PA;CENTRO EUROPA DI GOTTARDO AMEDEO  & C  SNC;VIALE EUROPA 62/A;Villabate;PA;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
PA;CENTRO FISIOKINESITERAPICO SAS DEL DOTT MALTESE;VIA VENUTI 302;Cinisi;PA;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
PA;CENTRO FISIOTERAPICO DI BENEDETTO CUCCIO SRL ;VIA RUGGERO MARTURANO  26;Palermo;PA;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
PA;CENTRO FISIOTERAPICO MUSARRA SRL;VIA NAZIONALE 397;Carini;PA;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
PA;CENTRO LING DI RIEDUCAZIONE NEUROMOTORIA E DI FISIOTERAPIA SRL;VIA INGEGNEROS 58;Palermo;PA;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
PA;CENTRO MEDICO DI FISIOKINESI TERAPIA E SPORT (BODY CLUB) DI GILIA GIULIO SAS;VIA V. GUASTELLA 14;Misilmeri;PA;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
PA;CENTRO MEDICO DI ORTOPEDIA E FISIOKINESITERAPIA SRL;VIA PASCAL 11;Partinico;PA;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
PA;CENTRO MEDICO DIAGNOSTICO TERAPEUTICO SRL;CORSO UMBERTO E MARGHERITA 13/15;Termini Imerese;PA;Radiologia;Sede Operativa
PA;CENTRO MEDICO IPPOCRATE SNC DI MICELI ELISABETTA & C;VIA P. NOVELLI 18;Monreale;PA;Odontoiatria;Sede Operativa
PA;CENTRO MEDICO MANTIA SRL;VIA DE SPUCHES 22;Palermo;PA;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
PA;CENTRO MEDICO NEFROLOGICO SRL;VIA C.A. DALLA CHIESA SNC - C.DA S.ANNA;Lercara Friddi;PA;Dialisi;Sede Operativa
PA;CENTRO MEDICO NEFROLOGICO SRL;VIA DEL PROGRESSO 2 ;Termini Imerese;PA;Dialisi;Sede Operativa
PA;CENTRO MEDICO ODONTOIATRICO DOTT LENZITTI FEDERICO & C SAS;VIA DAMMUSO 151;Palermo;PA;Odontoiatria;Sede Operativa
PA;CENTRO MEDICO ODONTOIATRICO ORLANDO DI ORLANDO SEBASTIANO E C SAS;VIA XVI MARZO 1;Monreale;PA;Odontoiatria;Sede Operativa
PA;CENTRO MEDICO OFTALMICO DI MIRIAM GIUNCHIGLIA & C. S.A.S;via VINCENZO  RIOLO N 20;Palermo;PA;Oculistica;Sede Operativa
PA;CENTRO MEDICO SOCRATES SRL;VIA DELLA SPIGA 15/17;Marineo;PA;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
PA;CENTRO MINERVA ANALISI CLINICHE SRL;LARGO CEFALU'  8;Palermo;PA;Medicina di laboratorio;Sede Operativa
PA;CENTRO OCULISTICO  LA MANTIA DOTT LA MANTIA & C SAS ;PIAZZA PRINCIPE DI CAMPOREALE 26/D;Palermo;PA;Oculistica;Sede Operativa
PA;CENTRO OCULISTICO DOMUS SRL;VIA SCIUTI 102/F;Palermo;PA;Oculistica e chirurgia ambulatoriale;Sede Operativa
PA;CENTRO OCULISTICO EUCLIDE SAS DI MONTALTO FRANCESCO PAOLO E C;VIA CICERONE 28;Bagheria;PA;Oculistica e chirurgia ambulatoriale;Sede Operativa
PA;CENTRO OCULISTICO LO BIANCO SAS DI GIOVANNI LO BIANCO;VIA L. STURZO 8;Termini Imerese;PA;Oculistica e chirurgia ambulatoriale;Sede Operativa
PA;CENTRO OCULISTICO MOAVERO DI MARCELLO MOAVERO & C SAS;VIA DUCA DELLA VERDURA 4;Palermo;PA;Oculistica;Sede Operativa
PA;CENTRO ODONTOIATRICO BISCONTI DI LEONARDO DELLA DOTT.SSA FEDERICA DI LEONARDO SAS;VIA CATALDO PARISIO 95;Palermo;PA;Odontoiatria;Sede Operativa
PA;CENTRO ODONTOIATRICO DEL DOTT  GAGLIO FRANCESCO & C SAS;VIA BENEVENTO 10;Partinico;PA;Odontoiatria;Sede Operativa
PA;CENTRO ODONTOIATRICO DEL DOTT GIACOMO RAPPA & C SAS;VIA PASCAL 3;Partinico;PA;Odontoiatria;Sede Operativa
PA;CENTRO ODONTOIATRICO DEL DOTT GIROLAMO TURANO CAMPELLO SAS;VIA P. SCAGLIONE 87;Palermo;PA;Odontoiatria;Sede Operativa
PA;CENTRO ODONTOIATRICO DEL DOTT MAURIZIO FULVIO PURPURA & C SAS;V.LE DELLE ALPI 16;Palermo;PA;Odontoiatria;Sede Operativa
PA;CENTRO ODONTOIATRICO DEL DOTT RAPPA GIACOMO E C SAS;VIA F. RICCOBONO 40;Montelepre;PA;Odontoiatria;Sede Operativa
PA;CENTRO ODONTOIATRICO DEL DOTT VINCENZO TAMBURELLO & C SNC;CORSO CALATAFIMI 631;Palermo;PA;Odontoiatria;Sede Operativa
PA;CENTRO ODONTOIATRICO DEL DR ROMANO VITO SAS;P.ZZA CASTELNUOVO 26/A;Palermo;PA;Odontoiatria;Sede Operativa
PA;CENTRO ODONTOIATRICO DELLA DOTTSSA MARIA MADDALENA LUCIDO SNC;VIA GIULIO CESARE 44;Villabate;PA;Odontoiatria;Sede Operativa
