ASP;Denominazione;Indirizzo;Citta';Provincia;Attivita';Tipo sede
CL;LABORATORIO DI ANALISI CLINICHE E BIOLOGICHE MILITELLO SRL;VIA IÂ° MAGGIO 96;Riesi;CL;Medicina di laboratorio - Aggregazione;Punto di accesso
CL;LABORATORIO SPECIALISTICO DI GENETICA MEDICA M AVERNA;CONTRADA BAGNO ;Caltanissetta;CL;Medicina di laboratorio;Sede Operativa
CL;MAM ANALISI CLINICHE DEL DR MESSANA MASSIMO DIEGO MARIA & C SAS;VIA TRAVERSA ELENA 63 ;Caltanissetta;CL;Medicina di laboratorio;Sede Operativa
CL;MEDICALMED SRL;VIA FILIPPO PALADINI 81/A;Caltanissetta;CL;Odontoiatria;Sede Operativa
CL;NEW LIFE SRL;VIA FALCONARA CONTRADA SCRICCIOLA;Butera;CL;Comunità  Terapeutica Assistita;Sede Operativa
CL;NUOVA LUCE ONLUS;VIA PIETRO LEONE;Caltanissetta;CL;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
CL;POLILAB SCARL;Via Nazionale 58 ;Vallelunga Pratameno;CL;Medicina di laboratorio - Aggregazione;Punto di accesso
CL;RSA  SOGESA  SPA;VIA MINERBIO 1/3;Gela;CL;Residenza Sanitaria Assistita;Sede Operativa
CL;SEDITA SRL ;VIA LUIGI MONACO 12;Caltanissetta;CL;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
CL;SEIDEL MED SRL ;VIA BABBAURRA 40;San Cataldo;CL;Oculistica;Sede Operativa
CL;SOCIETA' CONSORTILE RICERCA  ARL;VIA CATANIA 6;Riesi;CL;Medicina di laboratorio - Aggregazione;Punto di accesso
CL;SOCIETA' CONSORTILE RICERCA  ARL;PIAZZA CALVARIO 16;Gela;CL;Medicina di laboratorio - Aggregazione;Sede Operativa
CL;STELLA ODONTOIATRICA SRL ;VIA BABAURRA 42 ;San Cataldo;CL;Odontoiatria;Sede Operativa
CL;STUDIO DENTISTICO DR SALVATORE CASANOVA & C SNC;VIA FRATELLI CERVI 14;Mazzarino;CL;Odontoiatria;Sede Operativa
CL;STUDIO DI CARDIOLOGIA DEL DR LONGO GENNARO ROSARIO;VIA VENTURA 3;Gela;CL;Cardiologia;Sede Operativa
CL;STUDIO OCULISTICO DOTT SILVIO PERRICONE SRL;VIA E. DE AMICIS 41;Caltanissetta;CL;Oculistica;Sede Operativa
CL;STUDIO OCULISTICO DR ORAZIO GENOVESE E C SAS;VIA R. SETTIMO 13  ;Gela;CL;Oculistica;Sede Operativa
CL;STUDIO OCULISTICO TRAINITO DEL DOTT GAETANO TRAINITO SAS;VIA E. MORSELLI 73 - PAL. C  ;Gela;CL;Oculistica;Sede Operativa
CL;STUDIO RADIOLOGICO DOTT ANTONINO CAMAGNA SRL;VIA UMBERTO I 69;Niscemi;CL;Radiologia;Sede Operativa
CL;STUDIO RADIOLOGICO DR CARTIA SRL;CORSO S. ALDISIO 295 SC. B ;Gela;CL;Radiologia;Sede Operativa
CL;STUDIO RADIOLOGICO MADONNA DELLE GRAZIE DI CAMPANELLA ANTONINA & TERRANA L SNC;VIA G. MATTEOTTI 66;Gela;CL;Radiologia;Sede Operativa
CL;TASCA ANALISI CLINICHE SRL;VIALE DELLA REGIONE 54;Caltanissetta;CL;Medicina di laboratorio - Aggregazione;Punto di accesso
CL;UNILAB LABORATORI ANALISI RIUNITI NISCEMI SRL;VIA GANDHI 12;Niscemi;CL;Medicina di laboratorio - Aggregazione;Punto di accesso
CL;UNILAB LABORATORI ANALISI RIUNITI NISCEMI SRL;VIA F.LLI VIVALDI 65;Niscemi;CL;Medicina di laboratorio - Aggregazione;Punto di accesso
CL;UNILAB LABORATORI ANALISI RIUNITI NISCEMI SRL;VIA B. BUOZZI 4;Niscemi;CL;Medicina di laboratorio - Aggregazione;Punto di accesso
CL;UNILAB LABORATORI ANALISI RIUNITI NISCEMI SRL;VIA B. BUOZZI 4;Niscemi;CL;Medicina di laboratorio - Aggregazione;Sede Operativa
CL;VILLA GIULIA;VIA C. PISACANE SN;Caltanissetta;CL;Comunità  Terapeutica Assistita;Sede Operativa
CL;"VILLA ISABELLA
GESTITA DA MEDIGEST SRL";VIA S. ZUPPARDO 1/3;Gela;CL;Comunità  Terapeutica Assistita;Sede Operativa
