CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;LATITUDINE;LONGITUDINE;LOCALIZE
14439;0;Via Triocola, 37;MAGRO DELLA DR.SSA GRAZIELLA DI LIBERTO;2654830849;92010;84007;CALTABELLOTTA;-;84;AG;AGRIGENTO;190;SICILIA;41091;42916;Ordinaria;1;37,58329137;13,19986666;1
14440;0;Corso Vittorio Veneto, 156;NOCERA GRAZIELLA;87250841;92020;84008;CAMASTRA;-;84;AG;AGRIGENTO;190;SICILIA;38353;43465;Ordinaria;1;37,25107178;13,80613289;1
14441;0;Via Cesare Battisti, 21;Farmacia Imbornone Francesco Dei Dottori Aurelio E Lilla Imbornone S.n.c.;2621410840;92022;84009;CAMMARATA;-;84;AG;AGRIGENTO;190;SICILIA;43221;-;Ordinaria;1;37,63052936;13,69455864;1
14442;0;Via Bonfiglio, 30;LA VERDE CALOGERA;1525110845;92022;84009;CAMMARATA;-;84;AG;AGRIGENTO;190;SICILIA;39173;43465;Ordinaria;1;37,63052936;13,69455864;1
14443;0;Via Vittorio Emanuele, 170;Brancato Calogero;306500844;92023;84010;CAMPOBELLO DI LICATA;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,256939;13,918198;1
14444;0;Via Umberto, 137;SMERAGLIA BIAGIA;1436050809;92023;84010;CAMPOBELLO DI LICATA;-;84;AG;AGRIGENTO;190;SICILIA;38353;40421;Ordinaria;1;37,2585873;13,9185076;1
14445;0;Via Capo Ippolito, 75;DE SIMONE ANNA;-;92024;84011;CANICATTI';-;84;AG;AGRIGENTO;190;SICILIA;38353;39172;Ordinaria;1;37,37175426;13,83777524;1
14446;0;Via Minniti, 7;COMPARATO DELLA DR.SSA ANGELA COMPARATO E C. SAS;76210848;92024;84011;CANICATTI';-;84;AG;AGRIGENTO;190;SICILIA;42917;43465;Ordinaria;1;37,37175426;13,83777524;1
14447;0;Via Dott. Sciascia, 3;LA LICATA VINCENZA;76210848;92024;84011;CANICATTI';-;84;AG;AGRIGENTO;190;SICILIA;38353;40451;Ordinaria;1;37,3603008;13,8520702;1
14448;0;Corso Umberto I, 19;GALLO ROBERTO;-;92024;84011;CANICATTI';-;84;AG;AGRIGENTO;190;SICILIA;38353;40421;Ordinaria;1;37,37175426;13,83777524;1
14449;0;Via Sen. Gangitano, 20;PANTANO LUIGIA;2366360846;92024;84011;CANICATTI';-;84;AG;AGRIGENTO;190;SICILIA;38353;41333;Ordinaria;1;37,360338;13,8497203;1
14450;0;Viale Regina Margherita, 53;SAVATTERI SNC DI SAVATTERI VITTORIO E SAVATTERI EMANUELA;2600130849;92024;84011;CANICATTI';-;84;AG;AGRIGENTO;190;SICILIA;40787;43465;Ordinaria;1;37,3572074;13,8492086;1
14451;0;Corso Umberto, 82;CACCIATORE DI CACCIATORE MARIA E C. SNC;3432850877;92025;84012;CASTELTERMINI;-;84;AG;AGRIGENTO;190;SICILIA;40452;42521;Ordinaria;1;37,52937302;13,62738864;1
14452;0;Piazza Giovanni XXIII, 4;BRUCCOLERI IRENE;324180843;92020;84013;CASTROFILIPPO;-;84;AG;AGRIGENTO;190;SICILIA;39173;43465;Ordinaria;1;37,35498766;13,75273041;1
14453;0;Via Marchese Borsellino, 12;ARGENTO MICHELE;2565600844;92011;84014;CATTOLICA ERACLEA;-;84;AG;AGRIGENTO;190;SICILIA;41334;43465;Ordinaria;1;37,43840133;13,39579553;1
14454;0;Via Prof. Leonardi, 108;SAJEVA GIORGIO MARIA ANTONIO;422850842;92011;84014;CATTOLICA ERACLEA;-;84;AG;AGRIGENTO;190;SICILIA;38353;43465;Ordinaria;1;37,439127;13,3967829;1
14455;0;Salita Convento, 42;Contissa Maria Rosa;97110845;92012;84015;CIANCIANA;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,49545522;13,42146646;1
14456;0;Corso Nazionale, 143;EREDI GAGLIANO EMANUELE;88910849;92012;84015;CIANCIANA;-;84;AG;AGRIGENTO;190;SICILIA;38353;40451;Ordinaria;1;37,5651547;13,453461;1
14457;0;Piazza Giuseppe Garibaldi, 1;ARCURI ROSARIO;1606520847;92026;84017;FAVARA;-;84;AG;AGRIGENTO;190;SICILIA;38353;43465;Ordinaria;1;37,31834487;13,67252476;1
14458;0;Via Vittorio Emanuele, 29;CENTRALE DELLA SOC.F.CIA S.CALOIRU SAS DI D'ANNA ASSUNTA;1624200844;92026;84017;FAVARA;-;84;AG;AGRIGENTO;190;SICILIA;41334;43465;Ordinaria;1;37,31834487;13,67252476;1
14459;0;Via Kennedy, 7;LO GIUDICE PASQUALE;-;92010;84019;JOPPOLO GIANCAXIO;-;84;AG;AGRIGENTO;190;SICILIA;38353;40421;Ordinaria;1;37,38211623;13,5668365;1
14460;0;Corso Roma, 3;Gagliano Giuseppina & C.snc;2765280843;92027;84021;LICATA;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,15445221;13,91888255;1
14461;0;Corso Umberto, 3;Fregapane Giuseppina;1708880842;92027;84021;LICATA;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,101742;13,937628;1
14462;0;Corso Vittorio Emanuele, 44;Platamone Della Dr.ssa Mallia Ornella Anna Maria;2659320846;92027;84021;LICATA;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,15445221;13,91888255;1
14463;0;Via Roma, 22;SEDITA ANNA MARIA;577090848;92010;84022;LUCCA SICULA;-;84;AG;AGRIGENTO;190;SICILIA;42095;43465;Ordinaria;1;37,56170058;13,32532802;1
14464;0;Corso Dei Mille, 15;SPITALI GASPARE;97430847;92013;84023;MENFI;-;84;AG;AGRIGENTO;190;SICILIA;39173;40451;Ordinaria;1;37,598655;12,972523;1
14465;0;Via Giacomo Matteotti, 4;TAVORMINA DEI DR.I  GIUSEPPE, VINCENZO E MASSIMO SNC;2508000847;92013;84023;MENFI;-;84;AG;AGRIGENTO;190;SICILIA;40422;40451;Ordinaria;1;37,5993466;12,9685215;1
14466;0;Piazza Matteotti, 4;TRIOLO MARIO;2307740841;92010;84025;MONTEVAGO;-;84;AG;AGRIGENTO;190;SICILIA;38353;43465;Ordinaria;1;37,7018259;12,990765;1
14467;0;Via Vittorio Emanuele, 29;San Caloiru Picciulu Sas Di D'Anna Assunta;413990839;92028;84026;NARO;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,2947224;13,7949651;1
14468;0;Via Dante, 92;IACONADEL DR.  CALOGERO IACONA & C. SNC;2525900847;92028;84026;NARO;-;84;AG;AGRIGENTO;190;SICILIA;40422;40451;Ordinaria;1;37,28936047;13,82142015;1
14469;0;Via Piave, 182;Principato Salvatore Del Dott. Emiliano Cirami;2625430844;92028;84026;NARO;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,28936047;13,82142015;1
14470;0;Via Odierna, 407;ALESSI PAOLO;1632050843;92020;84027;PALMA DI MONTECHIARO;-;84;AG;AGRIGENTO;190;SICILIA;38353;43465;Ordinaria;1;37,18207632;13,76602252;1
14471;0;Via Turati, 70;Miceli Claudio;463620849;92020;84027;PALMA DI MONTECHIARO;-;84;AG;AGRIGENTO;190;SICILIA;43466;44165;Ordinaria;1;37,18207632;13,76602252;1
14472;0;Via Odierna, 343;VAJOLA SNC DI VAJOLA INNOCENZA;2773740846;92020;84027;PALMA DI MONTECHIARO;-;84;AG;AGRIGENTO;190;SICILIA;42917;43465;Ordinaria;1;37,18207632;13,76602252;1
14473;0;Via Roma, 100;Di Gangi Renato & C. Sas;2653000840;92014;84028;PORTO EMPEDOCLE;-;84;AG;AGRIGENTO;190;SICILIA;43466;44681;Ordinaria;1;37,31044113;13,50704362;1
14474;0;Via Roma, 86;Terrana Mario;589080845;92014;84028;PORTO EMPEDOCLE;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,31044113;13,50704362;1
14475;0;Via Garibaldi, 246;Antogna Snc Di Antogna Concetta E Antogna Sciascia Teresa;2317890842;92020;84029;RACALMUTO;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,40309238;13,75053715;1
14476;0;Via Garibaldi, 37;BURRUANO ANGELA;79660841;92020;84029;RACALMUTO;-;84;AG;AGRIGENTO;190;SICILIA;39448;43465;Ordinaria;1;37,4106098;13,7294001;1
14477;0;Via Nazionale, 141;ARCURI DOMENICO;-;92015;84030;RAFFADALI;-;84;AG;AGRIGENTO;190;SICILIA;38353;40451;Ordinaria;1;37,40228413;13,52938386;1
14478;0;Via Nazionale, 101;GUELI ALFONSO;284360849;92015;84030;RAFFADALI;-;84;AG;AGRIGENTO;190;SICILIA;39173;40451;Ordinaria;1;37,40228413;13,52938386;1
14479;0;Via Pisacane, 98;TRENTA LUIGIA;3790847;92029;84031;RAVANUSA;-;84;AG;AGRIGENTO;190;SICILIA;40422;40663;Ordinaria;1;37,2687927;13,9750916;1
14480;0;Corso Della Repubblica, 56;Testasecca Nadia Lina Maria;2429010842;92029;84031;RAVANUSA;-;84;AG;AGRIGENTO;190;SICILIA;43466;44196;Ordinaria;1;37,24943393;13,98534933;1
14481;0;Piazza Vecchia, 21;LAURICELLA DI LAURICELLA ASSUNTA E C. SNC;2576130849;92010;84032;REALMONTE;-;84;AG;AGRIGENTO;190;SICILIA;40269;40451;Ordinaria;1;37,3129027;13,45327618;1
14482;0;Corso Umberto I, 2;Corso Filippo;108630849;92016;84033;RIBERA;-;84;AG;AGRIGENTO;190;SICILIA;43466;44377;Ordinaria;1;37,46681176;13,28821444;1
14483;0;Via G. Verga, 51/53;GUAIA ETTORE;-;92016;84033;RIBERA;-;84;AG;AGRIGENTO;190;SICILIA;38353;39172;Ordinaria;1;37,46681176;13,28821444;1
14484;0;Via Marconi, 37;GANDUSCIO GIROLAMO;302960844;92016;84033;RIBERA;-;84;AG;AGRIGENTO;190;SICILIA;38353;43465;Ordinaria;1;37,46681176;13,28821444;1
14485;0;Corso Umberto I, 161;PACE GIUSEPPE;92820844;92016;84033;RIBERA;-;84;AG;AGRIGENTO;190;SICILIA;42917;43465;Ordinaria;1;37,503606;13,268425;1
14486;0;Corso Umberto I, 143;PALMINTERI CARMELA;-;92017;84034;SAMBUCA DI SICILIA;-;84;AG;AGRIGENTO;190;SICILIA;38353;39172;Ordinaria;1;37,65551145;13,11391199;1
14487;0;Corso Umberto I, 89;Miceli Antonino;170860845;92017;84034;SAMBUCA DI SICILIA;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,65551145;13,11391199;1
14488;0;Corso Umberto, 104;CALDARA VINCENZO;57050841;92020;84035;SAN BIAGIO PLATANI;-;84;AG;AGRIGENTO;190;SICILIA;38353;43465;Ordinaria;1;37,51166896;13,54249155;1
14489;0;Largo Nazzareno, 5;MACALUSO LIDIA;-;92020;84036;SAN GIOVANNI GEMINI;-;84;AG;AGRIGENTO;190;SICILIA;38353;39172;Ordinaria;1;37,630421;13,639541;1
14490;0;Via Liberta', 91;Serra Dott. Giuseppe;2709250845;92018;84038;SANTA MARGHERITA DI BELICE;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,6912922;13,02560312;1
14491;0;Via Madre Chiesa, 3;TROJA FRANCESCO;86420841;92020;84040;SANTO STEFANO QUISQUINA;-;84;AG;AGRIGENTO;190;SICILIA;38353;40847;Ordinaria;1;37,60153914;13,51318293;1
14492;0;Via Roma, 55;JACOPONELLI DEL DR. GIUSEPPE JACOPONELLI E MARISA JACOPONELLI SNC;2505930848;92020;84040;SANTO STEFANO QUISQUINA;-;84;AG;AGRIGENTO;190;SICILIA;40452;43465;Ordinaria;1;37,60153914;13,51318293;1
14493;0;Corso V. Emanuele, 138;CUSMANO MARIA CONCETTA;-;92019;84041;SCIACCA;-;84;AG;AGRIGENTO;190;SICILIA;38353;39172;Ordinaria;1;37,54354442;13,10280935;1
14494;0;Via Morandi, 12;VIRGILIO DEL DR. VIRGILIO CARLO & C. SNC;308020841;92019;84041;SCIACCA;-;84;AG;AGRIGENTO;190;SICILIA;40452;41333;Ordinaria;1;37,54354442;13,10280935;1
14495;0;Corso Vittorio Emanuele, 105;Guarino Maria;1422820843;92019;84041;SCIACCA;-;84;AG;AGRIGENTO;190;SICILIA;43466;45046;Ordinaria;1;37,50725495;13,08225811;1
14496;0;Via G. Licata, 143;Tagliavia Francesco;132860842;92019;84041;SCIACCA;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,54354442;13,10280935;1
14497;0;Via Via Roma, 180;FARMACIA SCIORTINO S.R.L.;2954700841;92010;84042;SICULIANA;-;84;AG;AGRIGENTO;190;SICILIA;44166;-;Ordinaria;1;37,36022863;13,3872871;1
14498;0;Via Vittorio Emanuele, 103;Cascioferro Di Bruccoleri Gaetano;2428360842;92020;84043;VILLAFRANCA SICULA;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,56518347;13,28079579;1
14499;0;Via Regione Siciliana, 1;Russo Angelo;120220843;92100;84001;AGRIGENTO;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,32219769;13,56610079;1
14500;0;Via Via Giovanni Battista Peruzzo, 11;FARMACIA VALLE DEI TEMPLI SRL UNI;2901360848;92100;84001;AGRIGENTO;VILLAGGIO PERUZZO;84;AG;AGRIGENTO;190;SICILIA;43647;-;Ordinaria;1;37,26457367;13,58034043;1
14501;0;Via Vittorio Emanuele, 68;MANDINA FRANCESCA;1244480800;92010;84007;CALTABELLOTTA;S.Anna;84;AG;AGRIGENTO;190;SICILIA;38353;40421;Ordinaria;1;37,55966565;13,23431481;1
14502;0;Via Fosse Ardeatine, 3;Farmacia Moribondo snc;3062530849;92100;84001;AGRIGENTO;Villaseta;84;AG;AGRIGENTO;190;SICILIA;44986;-;Ordinaria;1;37,296695;13,55049056;1
14503;0;Via Palma, 7;Licata Snc Del Dottor Licata Alfonso & C.;2602120848;92027;84021;LICATA;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,15445221;13,91888255;1
14504;0;Via Rettifilo Giuseppe Garibaldi, 31;ARGENTO PALMA;73600843;92027;84021;LICATA;-;84;AG;AGRIGENTO;190;SICILIA;39173;43465;Ordinaria;1;37,15445221;13,91888255;1
14505;0;Via Milano, 30;Guaia Sas Di Rosa Daniela Guaia;2344040841;92014;84028;PORTO EMPEDOCLE;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,29105164;13,5249106;1
14506;0;Via Accursio Miraglia, 28;CUSMANO PIERA;1562180842;92019;84041;SCIACCA;-;84;AG;AGRIGENTO;190;SICILIA;39173;43465;Ordinaria;1;37,5123435;13,0703952;1
14507;0;Via IV Novembre, 5;PENNINO ANGELO;89640841;92026;84017;FAVARA;-;84;AG;AGRIGENTO;190;SICILIA;39173;39933;Ordinaria;1;37,31834487;13,67252476;1
14508;0;Via Capitano A. Callea, 72;Maratta Snc Di Maratta Salvatore E Maratta Pier Luigi;2447670841;92026;84001;AGRIGENTO;Favara;84;AG;AGRIGENTO;190;SICILIA;43282;-;Ordinaria;1;37,319587;13,6615389;1
14509;0;Viale Diaz, 199;GIGLIA DI L.R. LAURICELLA E C.;2460050848;92020;84027;PALMA DI MONTECHIARO;-;84;AG;AGRIGENTO;190;SICILIA;39417;43465;Ordinaria;1;37,197088;13,760458;1
14510;0;Via Guglielmo Marconi, 56;Scaduto Maurizio & C. Snc;1871630842;92010;84042;SICULIANA;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,36022863;13,3872871;1
14511;0;Via GIUSEPPE LICATA, 247;FARMACIA VIA LICATA SRLS UNIPERSONALE;2940750843;92019;84041;SCIACCA;-;84;AG;AGRIGENTO;190;SICILIA;43831;-;Ordinaria;1;37,54354442;13,10280935;1
14512;0;Viale Dionisio Alessi, 6;CACCIATO ALBERTO;1894180841;92020;84036;SAN GIOVANNI GEMINI;-;84;AG;AGRIGENTO;190;SICILIA;39173;43465;Ordinaria;1;37,61734017;13,64934337;1
14513;0;Corso Umberto I, 146;FERRARA MARIANNA;2719620847;92017;84034;SAMBUCA DI SICILIA;-;84;AG;AGRIGENTO;190;SICILIA;42917;43465;Ordinaria;1;37,65551145;13,11391199;1
14514;0;Viale della Vittoria, 144;NICOLETTI;1900350859;92024;84011;CANICATTI';-;84;AG;AGRIGENTO;190;SICILIA;40452;42916;Ordinaria;1;37,352662;13,843632;1
14515;0;Piazza Primavera Fontanelle;Bajo Ettore;1911170841;92100;84001;AGRIGENTO;Contrada Fontanelle;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,3312586;13,5912159;1
14516;0;Via Rettifilo Garibaldi, 128;DI PRIMA ANNA MARIA & C. SNC;1910400843;92027;84021;LICATA;-;84;AG;AGRIGENTO;190;SICILIA;38353;40451;Ordinaria;1;37,15445221;13,91888255;1
14517;0;Via Michelangelo, 78;LI VOLSI G. E CUCCHIARA C.A. SNC;1933980847;92013;84023;MENFI;-;84;AG;AGRIGENTO;190;SICILIA;39173;40451;Ordinaria;1;37,603931;12,9690239;1
14518;0;Via Nazionale, 95;BELLOMO DOMENICO;-;92015;84030;RAFFADALI;-;84;AG;AGRIGENTO;190;SICILIA;38353;39964;Ordinaria;1;37,40228413;13,52938386;1
14519;0;Via Principe Di Napoli, 62;Attardo Maria;1946740840;92020;84016;COMITINI;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,407941;13,642959;1
14520;0;Vicolo Venezia, 18;TULONE VINCENZO & ROBERTA SNC;1936460847;92019;84041;SCIACCA;-;84;AG;AGRIGENTO;190;SICILIA;38353;41333;Ordinaria;1;37,54354442;13,10280935;1
14521;0;Via Atenea, 129;PATTI RAFFAELE;1940920844;92100;84001;AGRIGENTO;-;84;AG;AGRIGENTO;190;SICILIA;42917;43465;Ordinaria;1;37,31095839;13,58128479;1
14522;0;Piazza Sinatra, 21;MINACORI GIUSEPPE;1950460848;92100;84001;AGRIGENTO;-;84;AG;AGRIGENTO;190;SICILIA;38353;43465;Ordinaria;1;37,3108541;13,5765538;1
14523;0;Viale della Vittoria, 149;DEL VIALE LUIGI TRENTA E MINACORI PAOLO SNC;2626330845;92100;84001;AGRIGENTO;-;84;AG;AGRIGENTO;190;SICILIA;40664;43465;Ordinaria;1;37,50689;13,08846541;1
14524;0;Via De Gasperi, 16/A;PANTANO DI RAPPA FULVIA;1951810843;92024;84011;CANICATTI';-;84;AG;AGRIGENTO;190;SICILIA;42644;43465;Ordinaria;1;37,37175426;13,83777524;1
14525;0;Via Vittorio Emanuele, 15;BONGIORNO PAOLO & C. SAS;2621490842;92026;84017;FAVARA;-;84;AG;AGRIGENTO;190;SICILIA;41091;42916;Ordinaria;1;37,31834487;13,67252476;1
14526;0;Via Crispi, 97;BONGIORNO ANTONIO;-;92026;84017;FAVARA;-;84;AG;AGRIGENTO;190;SICILIA;38353;39172;Ordinaria;1;37,31834487;13,67252476;1
14527;0;Via Vittorio Emanuele, 138;FRAGAPANE CLAUDIO;1394320897;92023;84010;CAMPOBELLO DI LICATA;-;84;AG;AGRIGENTO;190;SICILIA;38353;40451;Ordinaria;1;37,257944;13,918077;1
14528;0;Via Collegio, 6;CIRAOLO SNC DELLA DR.SSA M.R. CIRAOLO;2619610849;92020;84018;GROTTE;-;84;AG;AGRIGENTO;190;SICILIA;40664;43465;Ordinaria;1;37,42211652;13,68597828;1
14529;0;Largo S.giuseppe, 4;Amorelli Dott. Pietro;1969410842;92025;84012;CASTELTERMINI;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,5405168;13,6410714;1
14530;0;Viale della Vittoria, 118;Farmacia Sciortino srl;2954700841;92010;84024;MONTALLEGRO;-;84;AG;AGRIGENTO;190;SICILIA;44743;-;Ordinaria;1;37,38871292;13,35215233;1
14531;0;Piazza Saverio Friscia, 1;FALCO TAMBURELLO ALBERTA;1990440842;92019;84041;SCIACCA;-;84;AG;AGRIGENTO;190;SICILIA;38353;40178;Ordinaria;1;37,50610077;13,08646089;1
14532;0;Piazza Progresso,3;GAGLIANO TERESA & C. SNC;2762940845;92027;84021;LICATA;-;84;AG;AGRIGENTO;190;SICILIA;42917;43465;Ordinaria;1;37,15445221;13,91888255;1
14533;0;Corso Roma, 98/98a;Gagliano Gaetano E C. Snc;2013900846;92027;84021;LICATA;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,104322;13,9359224;1
14534;0;Via Roma, 8;D'ALBERTO ROBERTO;1211830995;92010;84007;CALTABELLOTTA;-;84;AG;AGRIGENTO;190;SICILIA;38353;39447;Ordinaria;1;37,57425709;13,21312252;1
14535;0;Via Odierna, 433;INCARDONA ANTONINA;-;92020;84027;PALMA DI MONTECHIARO;-;84;AG;AGRIGENTO;190;SICILIA;38353;39172;Ordinaria;1;37,18207632;13,76602252;1
14536;0;Piazza Linares, 9;SANT'ANGELO DI CARUBIA NICOLA;2014540849;92027;84021;LICATA;-;84;AG;AGRIGENTO;190;SICILIA;41334;43465;Ordinaria;1;37,1027401;13,9402047;1
14537;0;Piazza Umberto I, 26;Scimonelli Lucia;2006600841;92020;84039;SANT'ANGELO MUXARO;-;84;AG;AGRIGENTO;190;SICILIA;43466;44104;Ordinaria;1;37,46738234;13,51707059;1
14538;0;Via Cesare Battisti, 6;Ragusa Federica;2849640848;92010;84006;CALAMONACI;-;84;AG;AGRIGENTO;190;SICILIA;44652;-;Ordinaria;1;37,51825785;13,3227302;1
14539;0;Piazza Guglielmo Marconi, 31/a;SILVIO CALOGERA;2062630849;92010;84004;BIVONA;-;84;AG;AGRIGENTO;190;SICILIA;39173;43251;Ordinaria;1;37,6185687;13,4408603;1
14540;0;Via Francesco Crispi, 8;SPOTO MARIO;2068720842;92020;84018;GROTTE;-;84;AG;AGRIGENTO;190;SICILIA;41365;43465;Ordinaria;1;37,42211652;13,68597828;1
14541;0;Via S. Francesco, 71;VIOLA GASPARE;2074010840;92018;84038;SANTA MARGHERITA DI BELICE;-;84;AG;AGRIGENTO;190;SICILIA;38353;43465;Ordinaria;1;37,6912922;13,02560312;1
14542;0;Piazza Vittorio Emanuele, 13;MACALUSO INDELICATO SNC;2057180842;92100;84001;AGRIGENTO;-;84;AG;AGRIGENTO;190;SICILIA;38353;41364;Ordinaria;1;37,32219769;13,56610079;1
14543;0;Via Ugo La Malfa, 46/n (Pal. Sciara);Sammartino Raimondo;2076820840;92100;84001;AGRIGENTO;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,3110897;13,5765475;1
14544;0;Via Vittorio Emanuele, 84;Amato Lilly;2095330847;92026;84017;FAVARA;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,31834487;13,67252476;1
14545;0;Viale Leonardo Sciascia, 194;DI MINO ROSA MARIA;-;92100;84001;AGRIGENTO;Villaggio Mose`;84;AG;AGRIGENTO;190;SICILIA;38353;40451;Ordinaria;1;37,27368636;13,61799293;1
14546;0;Via Barrile, 23;DELLA MARINA DI ALESSANDRO E LUCREZIA GUADAGNINO SNC;2110510845;92027;84021;LICATA;-;84;AG;AGRIGENTO;190;SICILIA;41365;43465;Ordinaria;1;37,0982484;13,9367621;1
14547;0;Via Roma, 85;ROMA DI MARIA CACCIATORE SAS;-;92025;84012;CASTELTERMINI;-;84;AG;AGRIGENTO;190;SICILIA;40848;42429;Ordinaria;1;37,52937302;13,62738864;1
14548;0;Piazza Crispi, 8;BURRUANO RITA;-;92020;84029;RACALMUTO;-;84;AG;AGRIGENTO;190;SICILIA;38353;39447;Ordinaria;1;37,40309238;13,75053715;1
14549;0;Corso della Repubblica, 208;COSTANZA PIETRO MARIA NATALE;-;92029;84031;RAVANUSA;-;84;AG;AGRIGENTO;190;SICILIA;38353;40451;Ordinaria;1;37,24943393;13,98534933;1
14550;0;Via Cappuccini, 58;Pace G. Di Maurizio Pace;2197750843;92019;84041;SCIACCA;-;84;AG;AGRIGENTO;190;SICILIA;43466;-;Ordinaria;1;37,54354442;13,10280935;1
14551;0;Via G. Garibaldi, 43;SCIACCA MARIA SNC DI ALFONSO E MAURIZIO TEDESCO;101910834;92021;84003;ARAGONA;-;84;AG;AGRIGENTO;190;SICILIA;38353;40421;Ordinaria;1;37,42045538;13,61218134;1
