ASP;Denominazione;Indirizzo;Citta';Provincia;Attivita';Tipo sede
CT;ASSOCIAZIONE ISTITUTO REGINA VIRGINUM;VIA PIANO S. PAOLO 47;Caltagirone;CT;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
CT;ASSOCIAZIONE ISTITUTO REGINA VIRGINUM - CENTRO BRAIN;VIA DELLE INDUSTRIE 9;Caltagirone;CT;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
CT;ASSOCIAZIONE J  F KENNEDY;C.DA NAVICCIA;Adrano;CT;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
CT;ASSOCIAZIONE J F KENNEDY;VICO BUA 9;Adrano;CT;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
CT;ASSOCIAZIONE J F KENNEDY;VIA DELLE TERME 80;Acireale;CT;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
CT;ASSOCIAZIONE VITA NUOVA ONLUS;VIA E. INFANTINO 17;Catania;CT;Consultorio;Sede Operativa
CT;AUTOS ;VIA SANT'ONOFRIO 13;Aci Sant'Antonio;CT;Centro diurno per soggetti affetti da disturbo autistico;Sede Operativa
CT;AZZARO DOTT RAFFAELE;VIA BALDUINO 47;Catania;CT;Otorinolaringoiatria;Sede Operativa
CT;AZZURRA AMBULATORIO MEDICO E TECNICHE DIALITICHE SRL ;VIALE M. RAPISARDI 474;Catania;CT;Dialisi;Sede Operativa
CT;BELVEDERE SRL;VIA CASSONE SN;Aci Bonaccorsi;CT;Comunità  Terapeutica Assistita;Sede Operativa
CT;BIO LAB SRL ;VIA GEMMA 7 ;Biancavilla;CT;Medicina di laboratorio;Sede Operativa
CT;BIO NOVE SNC LABORATORIO ANALISI BIOLOGICHE;VIA A. MUSCO 1;Giarre;CT;Medicina di laboratorio;Sede Operativa
CT;BIOANALISI SAS DEL DOTT DI PRIMA ANGELO;VIA GRAMSCI 62;Gravina di Catania;CT;Medicina di laboratorio;Sede Operativa
CT;BIOKEMETRON LABORATORIO ANALISI;VIA BELLINI 55;Aci Bonaccorsi;CT;Medicina di laboratorio;Sede Operativa
CT;CAPPUCCINI SRL;PIAZZA G. VACCARI 17;Vizzini;CT;Residenza Sanitaria Assistita;Sede Operativa
CT;CAPPUCCINI SRL;LARGO CAPPUCCINI 13;Vizzini;CT;Comunità  Terapeutica Assistita;Sede Operativa
CT;CARDIOANGIOLOGIA DEL DOTT FRANCESCO PATANE' SRL;C.SO LOMBARDIA 129;Giarre;CT;Cardiologia;Sede Operativa
CT;CARDIOLOGICA DI AJON COSTANZA & C SAS. ;CORSO SAVOIA 172;Acireale;CT;Cardiologia;Sede Operativa
CT;CARDIOLOGICA GITTO SRL;Via Ranuccio Bianchi Bandinelli n. 2;Adrano;CT;Cardiologia;Sede Operativa
CT;CARDIOMED ARCIDIACONO SRL;VIALE PRINCIPE AMEDEO 25;Acireale;CT;Cardiologia;Sede Operativa
CT;CASA DI CURA  CENTRO CUORE GB MORGAGNI;VIA DELLA RESISTENZA 31;Pedara;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA  PRIVATE ARGENTO HOSPITAL;VIA O. D'ARCANGELO 16;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA BASILE;VIA O. DA PORDENONE 1;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA CENTRO CATANESE DI MEDICINA E CHIRURGIA ;VIA BATTELLO 48;Catania;CT;Attività  ambulatoriale case di cura private;Sede Operativa
CT;CASA DI CURA CENTRO CATANESE DI MEDICINA E CHIRURGIA ;VIA BATTELLO 48;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA CENTRO CLINICO DIAGNOSTICO GB MORGAGNI ;VIA DEL BOSCO 105;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA CENTRO CLINICO DIAGNOSTICO GB MORGAGNI ;VIA DEL BOSCO 105;Catania;CT;Attività  ambulatoriale case di cura private;Sede Operativa
CT;CASA DI CURA CENTRO CUORE GB MORGAGNI;VIA DELLA RESISTENZA 31;Pedara;CT;Attività  ambulatoriale case di cura private;Sede Operativa
CT;CASA DI CURA CENTRO RIABILITATIVO SANT AGATA ;VIA USO DI MARE ANGOLO VIA GALERMO ;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA DI STEFANO - VELONA;VIA EUPLIO 162;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA GIBIINO ;VIALE ODORICO DA PORDENONE 25;Catania;CT;Attività  ambulatoriale case di cura private;Sede Operativa
CT;CASA DI CURA GIBIINO ;V.LE O. DA PORDENONE 25;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA HUMANITAS CENTRO CATANESE DI ONCOLOGIA ;Via V.E. Dabormida 64;Catania;CT;Medicina nucleare;Sede Operativa
CT;CASA DI CURA HUMANITAS CENTRO CATANESE DI ONCOLOGIA ;VIA V.E. DABORMIDA 64;Catania;CT;Attività  ambulatoriale case di cura private;Sede Operativa
CT;CASA DI CURA HUMANITAS CENTRO CATANESE DI ONCOLOGIA ;CONTRADA CUBBA;Misterbianco;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA ISTITUTO CLINICO VIDIMURA ;PIAZZA MANCINI BATTAGLIA 5;Catania;CT;Attività  ambulatoriale case di cura private;Sede Operativa
CT;CASA DI CURA ISTITUTO CLINICO VIDIMURA ;PIAZZA MANCINI BATTAGLIA 5;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA ISTITUTO ONCOLOGICO DEL MEDITERRANEO;VIA PENNINAZZO 7;Viagrande;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA MADONNA DEL ROSARIO;VIA BRONTE 44;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA MADONNA DEL ROSARIO ;VIA BRONTE 44;Catania;CT;Attività  ambulatoriale case di cura private;Sede Operativa
CT;CASA DI CURA MATER DEI DI G NESI & C  SRL;V.LE M. RAPISARDI 1;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA MATER DEI DI G NESI & C SRL;VIA MARIO RAPISARDI 1;Catania;CT;Attività  ambulatoriale case di cura private;Sede Operativa
CT;CASA DI CURA MONS GIOSUàˆ CALACIURA - CENACOLO CRISTO RE;SP 80;Biancavilla;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA MUSUMECI GECAS ;C.SO ITALIA 127;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA PROF E FALCIDIA SRL;VIALE ODORICO DA PORDENONE 32;Catania;CT;Procreazione Medicalmente Assistita;Sede Operativa
CT;CASA DI CURA PROF E FALCIDIA SRL ;V.LE O. DA PORDENONE 32;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA VALSALVA;V.LE A. USODIMARE ANGOLO VIA GALERMO 109;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA VILLA DEI GERANI ;VIII STRADA ZONA INDUSTRIALE;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA VILLA L'ULIVO CARMIDE ;VIA FEUDO GRANDE 13;Catania;CT;Casa di cura;Sede Operativa
CT;CASA DI CURA VILLA SOFIA ;VIA DELLE TERME 80;Acireale;CT;Casa di cura;Sede Operativa
CT;CASA FAMIGLIA ROSETTA ONLUS;BORGO VENTIMIGLIA IN CONTRADA PIANO STELLA ;Caltagirone;CT;Strutture riabilitazione ed educative assistenziali per dipendenti sostanze d'abuso;Sede Operativa
CT;CASTRO ROSA ANNA;VIA BELLINI 3;Aci Bonaccorsi;CT;Ostetricia e ginecologia;Sede Operativa
CT;CATA SRL;V.LE M. RAPISARDI 420;Catania;CT;Medicina di laboratorio;Sede Operativa
CT;CDI - CENTRO DIAGNOSTICO IONIA SC A RL;via Libertà  25;Giarre;CT;Medicina di laboratorio - Aggregazione;Punto Prelievo
CT;CDI - CENTRO DIAGNOSTICO IONIA SC A RL;via Cavour 11;Riposto;CT;Medicina di laboratorio - Aggregazione;Punto Prelievo
CT;CDI - CENTRO DIAGNOSTICO IONIA SC A RL;via Cavour n. 11;Riposto;CT;Medicina di laboratorio - Aggregazione;Sede Operativa
CT;CEB SRL;VIA E. BERLINGUER SNC;Belpasso;CT;Dialisi;Sede Operativa
CT;CEFAS SANTA MARIA SRL;VIA BONAVENTURA 56;Randazzo;CT;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
CT;CENACOLO CRISTO RE SRL;VIA SAN PLACIDO 1;Biancavilla;CT;Comunità  Terapeutica Assistita;Sede Operativa
CT;CENTRO  DI DIAGNOSTICA CARDIOVASCOLARE DSSA SCIACCA LUCIA SALVATRICE & C SAS;VIA ETNA N 37;San Giovanni la Punta;CT;Cardiologia;Sede Operativa
CT;CENTRO ANALISI CATANESE SC A RL;via Municipio 135/137;Misterbianco;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO ANALISI CATANESE SC A RL;viale XX Settembre 72;Catania;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO ANALISI CATANESE SC A RL; VIALE XX SETTEMBRE N. 72;Catania;CT;Medicina di laboratorio - Aggregazione;Sede Operativa
CT;CENTRO ANALISI CLINICHE DELLO IONIO SC A RL;via Garibaldi 62;Giarre;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO ANALISI CLINICHE DELLO IONIO SC A RL;via Genuardi 7 ;Acireale;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO ANALISI CLINICHE DELLO IONIO SC A RL ; VIA GARIBALDI 62;Giarre;CT;Medicina di laboratorio - Aggregazione;Sede Operativa
CT;CENTRO ANALISI CLINICHE E BATTERIOLOGICHE DR G MACCARRONE & C SAS;VIA DIFESA 5;Piedimonte Etneo;CT;Medicina di laboratorio;Sede Operativa
CT;CENTRO ANALISI CUTORE DEL DOTT PEDALINO SRE ;VIA C. RENNA 28;Aci Bonaccorsi;CT;Medicina di laboratorio;Sede Operativa
CT;CENTRO ANALISI DEL DOTT NICOTRA GABRIELE & C SAS;VIA CARMELITANI 1;San Giovanni la Punta;CT;Medicina di laboratorio;Sede Operativa
CT;CENTRO ANALISI DR ANGELO MURABITO & C SAS;VIA KENNEDY 56/P;Acireale;CT;Medicina di laboratorio;Sede Operativa
CT;CENTRO ANALISI GRAVINA DI SQUILLACI MARIA GRAZIA & C SNC;VIA ETNEA 263;Gravina di Catania;CT;Medicina di laboratorio;Sede Operativa
CT;CENTRO ANALISI POLISPECIALISTICO SC A RL;via Ronsisvalle 12;Zafferana Etnea;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO ANALISI POLISPECIALISTICO SC A RL;via Umberto 18;Santa Venerina;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO ANALISI POLISPECIALISTICO SC A RL ;VIA RONSISVALLE N. 12 ;Zafferana Etnea;CT;Medicina di laboratorio - Aggregazione;Sede Operativa
CT;CENTRO ANALISI S LUCIA SC A RL;VIA SAGONE NÂ°36;Adrano;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO ANALISI S LUCIA SC A RL;via Provinciale 239 - Acitrezza;Aci Castello;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO ANALISI S LUCIA SC A RL;via del Fasano 35/H ;Catania;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO ANALISI S LUCIA SC A RL;via XVIII Traversa 113/115;Belpasso;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO ANALISI S LUCIA SC A RL ;VIA XVIII TRAVERSA N. 115 ;Belpasso;CT;Medicina di laboratorio - Aggregazione;Sede Operativa
CT;CENTRO BIOLOGIA CLINICA & LABORATORI ASSOCIATI S C A R L;via N. Tommaseo 24;Caltagirone;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO CARDIODIAGNOSTICA CHECK UP DELLA DOTTSSA LUNA ALESSANDRA SRL;VIA LIBERTA 235;Catania;CT;Cardiologia;Sede Operativa
CT;CENTRO DI CARDIOANGIOLOGIA DI OLIVERI NELLA MARIA & C SAS;VIA UMBERTO 217;Fiumefreddo di Sicilia;CT;Cardiologia;Sede Operativa
CT;CENTRO DI DIAGNOSTICA CARDIOVASCOLARE DOTT FICHERA A G & C SAS;C.SO S. VITO 53;Mascalucia;CT;Cardiologia;Sede Operativa
CT;CENTRO DI DIAGNOSTICA PER IMMAGINI DOTT GIOVANNI BASSO & C SAS;VIA FABIO 34;Acireale;CT;Radiologia;Sede Operativa
CT;CENTRO DI EPATO GASTROENTEROLOGIA E NUTRIZIONE DI DI BELLA GIUSEPPE & C SAS;V.LE LIBERTA' 85;Giarre;CT;Endoscopia;Sede Operativa
CT;CENTRO DI FISIOTERAPIA E RIABILITAZIONE PADRE PIO DI ALDO TRINGALI SRL;VIA L. DA VINCI 12/24;Catania;CT;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
CT;CENTRO DI FISIOTERAPIA E RIABILITAZIONE PADRE PIO DI ALDO TRINGALI SRL;VIALE L. DA VINCI 28/30/32;Catania;CT;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
CT;CENTRO DI MEDICINA CARDIOVASCOLARE DOTT RAFFAELE BENANTI SRL;PIAZZA STESICORO 8;Catania;CT;Cardiologia;Sede Operativa
CT;CENTRO DI MEDICINA FISICA E RIABILITAZIONE S ANTONIO SOC COOP A R L;VIALE REGINA MARGHERITA 64;Bronte;CT;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
CT;CENTRO DI ODONTOSTOMATOLOGIA SRL;VIA G. D'ANNUNZIO 125;Catania;CT;Odontoiatria;Sede Operativa
CT;CENTRO DI RIABILITAZIONE A E V PECORINO PATERNO';VIA PIAVE 16;San Giovanni la Punta;CT;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
CT;CENTRO DI RIABILITAZIONE MARIA SS DEL CARMELO - CENTRO PER GRAVI;VIA TARDERIA 110;Pedara;CT;Presidi di riabilitazione funzionale di portatori disabilità  fisiche psichiche e sensoriali;Sede Operativa
CT;CENTRO DIAGNOSTICA CARDIOVASCOLARE DR DATO ACHILLE & C SAS;VIALE LIBERTA';Aci Bonaccorsi;CT;Cardiologia;Sede Operativa
CT;CENTRO DIAGNOSTICO CM SC A RL;VIA SAGONE 36;Adrano;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO DIAGNOSTICO CM SC A RL;via E. Fermi 51;Adrano;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO DIAGNOSTICO CM SC A RL ;VIA E. FERMI N. 51 ;Adrano;CT;Medicina di laboratorio - Aggregazione;Sede Operativa
CT;CENTRO DIAGNOSTICO ETNEO SC A RL;via De Felice 19;Sant'Agata Li Battiati;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO DIAGNOSTICO ETNEO SC A RL;piazza Abramo Lincoln 13;Catania;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO DIAGNOSTICO ETNEO SC A RL;cortile Ariosto 4;Bronte;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO DIAGNOSTICO ETNEO SC A RL  ; CORTILE ARIOSTO N. 4 ;Bronte;CT;Medicina di laboratorio - Aggregazione;Sede Operativa
CT;CENTRO DYNAMIC SRL;VIA GUARDIA DELLA CARVANA 4-4/A ;Catania;CT;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
CT;CENTRO EUROPEO DI OFTALMOLOGIA MEDICINA E CHIRURGIA SRL;VIA VAMPOLIERI  26;Aci Castello;CT;Oculistica;Sede Operativa
CT;CENTRO FISIOTERAPICO RIVIERA DEI CICLOPI DEL DOTT ZAPPULLA GIOVANNI & C SAS;VIA RE MARTINO 210 ;Aci Castello;CT;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
CT;CENTRO JONICO DI CARDIOLOGIA DEL DOTT LA SPINA LEONARDO & C SAS;VIA ERCOLE DONATO S.N.;Riposto;CT;Cardiologia;Sede Operativa
CT;CENTRO LA GRAZIA SAS DI MUSCARA' CARMELA;C.DA LA GRAZIA;Caltagirone;CT;Comunità  Terapeutica Assistita;Sede Operativa
CT;CENTRO MEDEC DEL DOTT FABIO POLLACI SNC;CORSO ITALIA 88;Catania;CT;Odontoiatria;Sede Operativa
CT;CENTRO MEDICO DERMATOLOGICO SRL;C.SO SICILIA  6;Adrano;CT;Dermatologia;Sede Operativa
CT;CENTRO MEDICO ETNEA DI LICCIARDELLO B R & C SNC;VIA ETNEA 684 ;Catania;CT;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
CT;CENTRO MEDICO FISIOTERAPICO DOTT GERALDI LORENZO;VIA MARCONI 164;Paternò;CT;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
CT;CENTRO MEDICO FISIOTERAPICO ORIS CAV GINO MALTESE & FIGLI SRL;VIA TORINO 73 INT. 7/A;Catania;CT;Presidio ambulatoriali recupero riabilitazione;Sede Operativa
CT;CENTRO ODONTOIATRICO DEI DOTTORI RAPISARDA MAVIE E SAITA ALFONSO GIOVANNI &C SNC;VIA CUTORE 48;Gravina di Catania;CT;Odontoiatria;Sede Operativa
CT;CENTRO ODONTOIATRICO MEDITERRANEO SRL;P.ZZA A. LINCOLN 2;Catania;CT;Odontoiatria;Sede Operativa
CT;CENTRO POLIDIAGNOSTICO BIZZINI SRL;VIA PIETRO NOVELLI 40;Caltagirone;CT;Radiologia;Sede Operativa
CT;CENTRO POLIDIAGNOSTICO BIZZINI SRL ;VIA PIETRO NOVELLI 40;Caltagirone;CT;Radioterapia;Sede Operativa
CT;CENTRO SAEM DEL DOTT DI CARLO DAVID & C SAS ;VIA MARCHESE SANGIULIANO 21;Acireale;CT;Medicina di laboratorio;Sede Operativa
CT;CENTRO SAN PAOLO SRL;VIA CAPPUCCINI 11/A;Militello in Val di Catania;CT;Comunità  Terapeutica Assistita;Sede Operativa
CT;CENTRO SERVIZI MEDICI SC A RL;VIA MENNA 68;Misterbianco;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO SERVIZI MEDICI SC A RL;CORSO SICILIA 71;Catania;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO SERVIZI MEDICI SC A RL;via S. Francesco di Paola 1;Scordia;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO SERVIZI MEDICI SC A RL;via delle Rimembranze 35;San Pietro Clarenza;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO SERVIZI MEDICI SC A RL;VIA ROMA 255;San Giovanni la Punta;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO SERVIZI MEDICI SC A RL;via Strada IV 1;Riposto;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO SERVIZI MEDICI SC A RL;piazza Regina Elena 27;Ramacca;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO SERVIZI MEDICI SC A RL;corso Ara di Giove 33;Pedara;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO SERVIZI MEDICI SC A RL;piazza Martiri D'Ungheria 18;Paternò;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO SERVIZI MEDICI SC A RL;via Taragnino 45;Mirabella Imbaccari;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
CT;CENTRO SERVIZI MEDICI SC A RL;via Paolo Orsi 5;Gravina di Catania;CT;Medicina di laboratorio - Aggregazione;Punto di accesso
